,Hokkaido,Osaka,Tokushima,Nagasaki,Niigata,Hyogo,Ishikawa,Nagano,Tottori,Gunma,Oita,Saitama,Akita,Wakayama,Kochi,Miyagi,Tokyo,Kanagawa,Fukuoka,Yamanashi,Aichi,Iwate,Unknown,Okayama,Nara,Mie,Kagawa,Miyazaki,Aomori,Shizuoka,Yamagata,Kumamoto,Hiroshima,Yamaguchi,Tochigi,Kagoshima,Chiba,Saga,Gifu,Okinawa,Ibaraki,Shimane,Fukui,Ehime,Kyoto,Shiga,Fukushima,Toyama
2020-03-03 17:00:00,20,24,0,0,2,13,5,6,0,7,7,9,10,1,1,10,71,31,14,0,13,3,0,2,1,0,0,2,2,11,3,2,5,1,0,4,10,2,0,3,3,0,2,4,5,2,3,5
2020-03-03 18:00:00,20,21,1,2,8,15,2,10,0,8,7,15,3,1,1,3,57,28,14,0,26,5,3,6,2,4,0,1,3,17,6,2,4,2,5,1,21,2,3,4,4,3,1,4,3,2,4,5
2020-03-03 19:00:00,23,12,0,3,8,20,2,8,0,5,3,13,0,1,3,2,83,22,12,1,14,2,3,2,4,3,3,3,7,7,1,2,3,1,5,0,10,1,3,4,3,0,4,2,8,0,3,1
2020-03-03 20:00:00,12,19,1,5,15,24,1,5,0,9,6,15,0,1,1,12,88,19,13,1,19,3,1,6,3,2,1,1,6,7,4,2,1,4,3,2,13,0,4,1,7,1,1,1,8,11,5,2
2020-03-03 21:00:00,15,28,0,0,6,17,2,11,0,4,1,17,1,1,2,6,89,32,9,1,22,0,5,3,2,0,0,1,8,14,4,1,4,3,1,3,22,0,4,6,7,0,0,2,4,2,8,2
2020-03-03 22:00:00,9,19,0,7,9,18,2,11,1,6,6,19,3,2,1,7,71,19,12,1,25,4,7,4,2,7,1,3,1,8,6,2,3,4,8,1,13,2,4,2,2,0,1,3,5,0,4,3
2020-03-03 23:00:00,17,20,2,3,6,17,1,7,4,2,7,18,1,0,0,4,67,15,7,1,8,1,3,1,7,6,1,2,3,9,2,2,2,0,1,3,4,0,3,2,5,1,4,2,7,2,1,3
2020-03-04 00:00:00,11,21,0,0,3,10,0,2,3,0,2,12,0,0,0,5,36,10,9,2,6,1,3,0,4,1,1,0,1,1,1,1,2,1,4,0,7,1,1,3,3,0,0,0,2,1,1,0
2020-03-04 01:00:00,2,12,1,1,1,4,0,1,0,1,0,8,4,0,2,2,23,3,3,0,7,0,0,3,0,2,0,0,0,3,0,0,0,0,1,0,5,0,2,0,0,0,1,5,1,0,0,0
2020-03-04 02:00:00,0,2,0,0,2,5,0,0,0,0,0,2,0,0,0,0,11,2,3,0,1,0,0,2,2,0,1,0,1,1,0,0,3,0,0,0,0,0,1,1,1,0,0,1,3,1,2,0
2020-03-04 03:00:00,4,6,0,0,0,3,1,1,0,0,1,5,0,1,0,1,10,0,0,0,2,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0
2020-03-04 04:00:00,2,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,6,2,1,1,3,0,0,2,0,1,0,1,1,1,0,0,1,0,2,1,2,0,2,0,1,0,0,0,0,0,1,0
2020-03-04 05:00:00,4,5,0,0,1,3,1,2,1,0,0,1,0,0,0,0,8,6,4,0,2,0,0,1,2,0,0,0,0,1,1,0,0,2,1,0,7,0,2,1,4,0,0,1,0,0,1,0
2020-03-04 06:00:00,7,12,1,1,4,4,2,3,1,3,0,6,1,1,0,1,29,11,6,0,10,2,0,0,6,1,1,1,0,1,2,1,0,2,1,0,6,1,2,1,0,0,0,1,3,1,2,1
2020-03-04 07:00:00,9,16,1,0,5,15,1,10,1,4,1,8,0,0,0,3,51,20,4,1,15,2,2,0,2,3,1,3,1,4,2,4,6,3,2,0,10,2,1,1,2,0,2,1,6,3,1,2
2020-03-04 08:00:00,6,12,0,4,7,8,4,9,2,1,4,6,1,0,1,7,56,18,9,0,16,1,3,3,2,1,2,1,3,3,0,3,5,15,4,0,14,1,4,0,4,1,5,1,4,2,3,3
2020-03-04 09:00:00,15,17,3,2,5,8,1,8,0,3,1,15,3,3,1,2,57,15,9,0,12,0,0,6,2,6,0,3,1,7,2,4,6,15,6,1,12,1,2,2,4,2,0,0,1,2,0,1
2020-03-04 10:00:00,8,20,0,5,4,7,2,4,1,2,3,6,1,0,0,3,64,14,9,1,25,3,1,0,1,3,1,1,2,6,1,3,3,5,2,1,11,0,3,2,3,1,3,2,2,3,1,4
2020-03-04 11:00:00,11,18,0,3,6,15,2,3,1,3,2,11,1,0,0,8,70,14,8,1,17,2,2,0,2,1,3,0,0,9,1,1,4,11,3,0,10,2,1,0,4,0,5,2,5,3,3,3
2020-03-04 12:00:00,15,22,0,5,5,7,3,9,3,4,0,17,0,2,4,6,93,27,11,1,16,3,5,3,2,6,4,4,2,9,3,3,11,17,1,2,14,1,2,4,3,0,1,1,4,3,0,1
2020-03-04 13:00:00,5,21,3,1,5,7,3,3,1,4,0,8,1,3,0,3,59,15,7,0,15,0,2,1,1,3,1,2,0,7,5,0,5,3,3,3,4,1,5,3,1,0,0,1,9,1,0,3
2020-03-04 14:00:00,16,23,0,3,4,6,6,5,0,2,1,9,2,0,1,4,65,9,4,0,12,1,3,5,3,3,3,0,1,4,0,0,4,3,3,1,10,0,1,4,0,1,2,1,8,2,2,3
2020-03-04 15:00:00,12,14,2,0,3,7,2,10,0,1,6,13,0,2,5,3,55,15,9,0,15,2,2,5,3,1,1,0,2,2,1,0,3,3,0,1,5,1,2,4,9,1,2,14,8,4,1,4
2020-03-04 16:00:00,8,19,0,2,7,5,2,2,2,2,4,3,3,0,0,4,52,9,7,3,13,2,1,2,3,3,2,1,0,5,0,0,0,1,2,2,9,1,5,1,13,0,0,11,3,2,0,2
2020-03-04 17:00:00,12,19,1,1,4,9,2,8,0,3,2,16,0,2,3,5,77,16,10,0,14,5,1,1,0,6,2,2,1,4,1,1,3,3,1,3,16,0,2,1,1,1,1,4,11,2,3,2
2020-03-04 18:00:00,26,23,2,3,13,11,3,7,1,0,2,15,3,1,1,7,76,38,22,2,32,4,5,5,3,5,0,3,2,8,7,2,3,7,6,2,20,1,1,8,6,2,3,3,6,0,2,1
2020-03-04 19:00:00,24,16,0,2,10,12,5,4,1,9,4,14,1,0,2,3,66,29,10,1,18,2,4,2,4,3,1,2,3,11,4,2,4,6,7,3,26,2,4,4,8,1,1,6,10,1,6,3
2020-03-04 20:00:00,14,42,0,2,7,15,6,7,0,4,4,9,3,2,5,8,75,16,7,1,35,4,3,4,3,4,1,5,3,8,5,4,4,6,5,3,16,1,4,6,4,0,0,7,6,2,5,4
2020-03-04 21:00:00,18,21,2,2,9,14,5,7,0,0,5,12,2,2,2,5,89,23,10,1,26,7,3,1,3,5,4,35,2,7,4,4,4,6,2,3,16,1,2,4,3,2,0,4,5,1,4,2
2020-03-04 22:00:00,22,25,0,3,6,14,7,13,2,3,0,17,0,1,3,4,80,22,7,2,13,4,2,4,4,6,2,9,2,9,2,4,4,7,7,6,21,1,4,0,1,0,2,0,13,2,0,1
2020-03-04 23:00:00,14,22,3,4,8,13,6,9,0,4,2,13,0,0,3,1,80,16,10,1,17,3,1,2,1,3,2,7,7,3,0,5,3,3,3,3,14,1,3,3,6,2,1,2,5,4,3,4
2020-03-05 00:00:00,9,10,0,1,3,8,2,4,0,4,0,10,0,1,0,1,39,4,7,1,12,2,3,1,2,4,0,0,2,3,0,1,1,1,1,2,10,0,1,8,5,0,1,1,5,1,1,1
2020-03-05 01:00:00,4,5,0,1,1,4,1,8,0,0,0,7,0,2,1,1,24,3,0,0,9,1,1,1,2,1,0,0,1,1,2,0,1,0,1,1,9,0,0,1,4,0,0,3,3,1,2,1
2020-03-05 02:00:00,0,6,0,0,1,2,0,5,0,2,1,0,9,0,0,2,15,7,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,3,0,0,0,2,0,1,0,2,1,0,1
2020-03-05 03:00:00,1,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,13,2,1,1,2,0,0,2,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,2,0,0,0,3,0,0,0
2020-03-05 04:00:00,1,2,0,0,2,3,0,1,0,0,0,2,0,0,0,0,6,2,1,2,2,0,0,0,1,0,0,0,2,1,0,0,2,1,2,0,3,1,0,0,4,0,0,0,0,0,3,0
2020-03-05 05:00:00,4,8,0,1,2,3,0,2,0,1,0,5,0,0,0,2,7,8,0,0,4,1,1,0,1,2,0,0,2,1,1,0,4,3,1,0,3,0,1,1,0,0,0,1,0,1,1,0
2020-03-05 06:00:00,5,8,1,1,4,3,0,4,0,0,0,10,2,0,0,3,30,23,3,0,7,2,0,2,2,3,1,3,1,5,3,0,0,2,2,2,9,0,3,0,0,1,0,2,3,2,3,1
2020-03-05 07:00:00,15,18,1,0,2,11,1,8,0,5,4,7,1,0,0,5,48,18,7,0,16,1,2,4,5,4,1,1,2,7,4,5,4,3,5,1,7,1,1,5,2,1,2,2,3,2,0,2
2020-03-05 08:00:00,14,24,0,3,4,9,1,7,1,5,4,9,1,0,1,5,82,17,3,0,19,1,5,0,2,3,1,4,1,5,4,1,5,7,4,2,14,3,4,3,1,0,0,5,6,0,2,1
2020-03-05 09:00:00,7,13,0,4,5,8,2,4,1,6,5,13,3,0,0,2,51,17,7,0,15,0,1,2,1,4,0,5,4,8,1,1,2,1,2,0,9,0,0,3,5,1,6,2,3,3,5,4
2020-03-05 10:00:00,13,18,0,2,5,10,3,7,1,5,4,11,0,1,1,5,48,22,8,0,18,3,3,4,1,7,2,2,1,5,1,0,1,8,2,2,6,2,5,0,5,1,1,1,6,5,2,1
2020-03-05 11:00:00,15,17,0,4,4,8,0,2,0,3,2,8,1,0,1,6,56,12,5,1,10,0,2,2,2,2,1,3,1,7,0,0,3,2,2,1,12,0,5,2,1,0,0,3,10,2,1,4
2020-03-05 12:00:00,17,26,2,3,3,7,5,5,1,7,1,9,3,0,1,4,74,25,4,1,23,4,3,1,3,1,1,5,1,6,5,3,5,1,2,2,22,0,3,2,6,2,1,2,7,2,2,1
2020-03-05 13:00:00,16,22,0,2,2,9,1,5,0,1,3,8,3,0,1,6,62,13,6,0,21,0,2,2,1,3,1,1,3,6,0,5,4,1,1,2,19,0,3,1,2,0,2,2,4,2,2,1
2020-03-05 14:00:00,12,26,2,1,7,7,3,3,2,5,2,6,1,0,1,2,46,13,6,0,15,2,1,1,1,3,1,1,0,5,1,5,4,2,1,1,8,0,1,6,0,2,1,2,9,1,1,1
2020-03-05 15:00:00,7,11,0,2,5,9,4,6,0,5,0,11,2,1,2,4,36,12,10,0,26,2,2,3,1,4,0,1,1,5,1,2,6,1,0,0,7,0,2,2,3,0,1,0,6,1,2,2
2020-03-05 16:00:00,8,19,0,0,2,9,2,2,0,2,1,7,4,0,2,1,51,17,9,1,21,0,3,3,2,2,2,1,1,4,2,4,0,1,1,0,7,2,1,2,6,0,4,1,2,2,3,1
2020-03-05 17:00:00,14,25,0,4,8,6,4,6,0,6,3,20,1,0,2,2,59,22,5,1,21,1,3,1,3,4,2,2,3,4,1,1,5,1,4,2,4,0,5,5,4,0,0,0,6,2,3,1
2020-03-05 18:00:00,21,28,2,0,6,18,2,14,0,1,2,23,0,0,2,8,69,21,11,3,29,4,4,4,2,4,0,1,1,12,1,1,4,3,2,3,11,2,1,2,6,3,0,0,4,6,1,5
2020-03-05 19:00:00,13,46,2,0,4,13,1,5,2,6,1,10,2,1,3,6,78,26,10,0,24,3,2,4,2,2,3,0,1,4,1,4,3,2,4,1,8,1,2,5,5,3,0,5,4,0,3,0
2020-03-05 20:00:00,21,30,0,1,8,12,5,10,0,3,0,15,0,2,0,8,73,30,8,1,26,3,7,2,2,3,3,3,6,8,4,1,4,5,4,2,15,0,3,4,4,0,3,2,4,5,1,1
2020-03-05 21:00:00,19,41,0,4,10,17,4,11,2,4,3,25,3,3,1,8,73,23,7,1,32,1,1,3,6,3,4,3,2,4,4,0,6,3,1,2,22,1,1,6,7,2,4,3,14,1,1,5
2020-03-05 22:00:00,19,33,0,0,3,14,2,9,0,7,4,20,1,1,2,9,73,17,9,3,14,1,2,3,4,4,0,1,4,12,2,1,3,5,6,1,10,0,2,5,5,1,1,2,10,6,2,5
2020-03-05 23:00:00,13,20,0,1,4,17,5,6,0,2,3,16,1,2,1,2,69,14,6,0,12,2,0,3,7,5,2,4,2,6,1,0,9,2,11,2,15,1,1,9,8,0,1,4,4,4,4,2
2020-03-06 00:00:00,5,11,2,1,3,8,1,2,1,0,1,6,1,3,0,2,45,10,3,1,8,1,3,3,2,2,2,0,1,6,0,1,4,3,1,1,12,0,1,3,5,3,1,2,5,1,2,1
2020-03-06 01:00:00,2,11,0,0,2,1,0,0,0,0,1,4,0,0,0,1,37,7,8,0,3,1,1,0,1,0,0,0,1,2,0,0,2,0,3,0,9,0,0,0,0,1,0,2,1,0,0,2
2020-03-06 02:00:00,1,5,0,0,1,5,0,0,0,1,0,8,0,0,0,0,10,3,0,0,5,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,2,0,0,0,3,1,1,2
2020-03-06 03:00:00,7,4,0,1,0,2,0,1,0,0,1,1,0,0,0,2,9,4,1,0,2,0,0,0,2,1,0,0,0,0,1,1,0,1,2,2,3,1,0,1,1,0,0,0,1,1,0,0
2020-03-06 04:00:00,2,1,0,0,2,1,0,0,0,1,0,1,0,0,0,0,12,3,1,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,1,0,0,1
2020-03-06 05:00:00,2,6,0,0,3,1,0,2,0,0,2,5,0,0,0,3,18,8,0,1,4,0,0,2,0,0,0,0,0,3,0,0,1,1,1,0,0,0,2,0,1,0,1,0,1,2,0,0
2020-03-06 06:00:00,7,7,0,0,7,5,2,0,0,0,0,14,0,0,0,0,25,10,4,1,13,1,2,0,0,3,1,0,0,5,3,0,2,6,3,1,4,0,2,0,1,2,1,0,4,1,0,0
2020-03-06 07:00:00,6,21,4,3,2,4,0,10,1,3,0,12,1,1,0,1,57,17,13,1,16,4,3,4,2,0,0,1,0,8,0,2,2,4,9,5,13,3,0,2,3,1,0,3,7,3,3,0
2020-03-06 08:00:00,10,20,1,1,2,12,2,11,0,2,1,19,3,1,3,4,67,17,11,0,23,2,1,4,2,2,0,2,0,5,3,0,1,3,6,0,11,1,1,3,4,0,0,4,10,0,4,8
2020-03-06 09:00:00,12,22,2,3,6,18,1,4,2,5,0,12,0,0,1,7,54,18,3,0,17,1,2,1,3,2,2,2,0,7,2,6,4,5,3,3,3,0,2,2,3,0,1,1,3,0,2,2
2020-03-06 10:00:00,9,17,0,0,2,13,2,6,0,4,2,13,2,1,0,1,37,22,6,0,19,0,0,3,5,3,1,2,2,1,3,2,4,1,7,0,12,0,3,1,3,1,0,4,1,1,3,0
2020-03-06 11:00:00,9,17,0,0,2,7,4,7,0,3,0,8,5,1,1,0,49,18,4,3,7,0,2,2,2,3,1,0,0,6,2,3,5,2,4,1,11,0,2,0,4,0,0,2,2,3,4,1
2020-03-06 12:00:00,11,37,0,3,8,12,2,18,0,3,3,16,3,2,2,6,64,21,12,1,21,3,5,3,2,1,2,0,1,9,1,1,5,5,15,1,28,1,8,8,3,0,0,4,4,7,6,2
2020-03-06 13:00:00,7,15,2,1,4,11,3,15,0,6,1,13,0,0,0,0,60,22,8,1,10,0,3,1,2,1,3,4,2,10,0,0,3,2,7,2,9,2,10,0,3,0,0,1,11,3,5,0
2020-03-06 14:00:00,6,23,3,1,0,4,1,10,0,4,3,20,2,2,0,3,50,19,7,1,16,1,3,2,4,2,0,2,0,7,0,3,6,4,2,0,10,0,1,0,1,0,1,3,5,3,2,0
2020-03-06 15:00:00,8,10,0,1,5,7,1,7,0,4,3,9,1,0,1,2,45,9,5,6,6,1,1,1,1,3,0,0,2,7,0,1,2,1,8,0,11,0,1,3,2,0,0,0,5,0,1,1
2020-03-06 16:00:00,9,12,0,1,3,5,0,3,1,2,1,4,1,0,0,1,43,12,3,2,12,7,3,1,2,3,0,1,2,6,3,1,7,0,1,3,4,0,3,2,1,0,2,1,5,1,0,2
2020-03-06 17:00:00,18,22,2,2,6,8,1,4,0,3,0,8,1,1,0,2,56,16,7,1,21,2,3,3,2,5,0,1,2,5,1,2,9,3,5,0,13,2,3,3,3,0,3,2,7,2,0,3
2020-03-06 18:00:00,15,31,0,4,5,18,3,9,1,6,0,16,3,2,2,1,78,30,14,4,25,3,6,8,6,5,1,5,5,8,0,2,4,2,4,1,9,0,2,0,8,2,0,2,10,2,3,2
2020-03-06 19:00:00,7,23,1,4,4,15,2,10,2,2,1,13,19,0,1,3,78,28,5,5,19,1,4,6,2,6,1,1,4,8,3,1,4,3,4,1,9,0,5,5,1,3,2,2,4,3,5,2
2020-03-06 20:00:00,13,35,1,3,9,16,2,10,0,4,3,14,22,1,3,5,75,23,5,11,19,4,2,7,5,7,2,5,4,11,6,1,4,4,4,4,8,2,3,7,5,1,0,1,3,4,3,2
2020-03-06 21:00:00,33,20,6,6,5,18,5,6,0,5,3,22,9,1,2,10,77,30,9,5,22,5,1,5,4,6,3,2,5,11,7,2,4,2,3,6,18,4,4,4,5,1,3,1,9,1,6,0
2020-03-06 22:00:00,15,31,1,2,8,17,2,12,3,2,2,15,9,1,1,3,72,21,6,9,13,2,7,3,3,3,0,4,14,8,7,0,6,1,2,0,16,4,1,2,5,0,2,3,2,2,4,1
2020-03-06 23:00:00,8,17,0,1,8,9,0,9,0,3,1,17,10,1,2,3,68,28,9,6,7,0,1,2,0,6,2,1,4,6,2,0,4,1,6,0,15,0,3,1,4,0,0,2,6,6,2,2
2020-03-07 00:00:00,12,12,1,2,3,4,3,9,0,3,2,8,3,0,1,2,49,13,7,1,6,1,3,2,7,4,0,0,4,6,3,0,1,1,1,1,6,0,0,1,1,2,0,4,4,3,1,1
2020-03-07 01:00:00,2,4,0,0,0,5,0,3,0,0,0,5,2,0,0,0,24,14,4,0,2,1,1,2,1,0,0,0,2,2,2,3,1,0,0,0,5,0,0,1,3,0,0,1,1,0,1,0
2020-03-07 02:00:00,7,5,0,1,1,5,0,0,1,0,0,5,1,0,0,0,16,3,5,0,3,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0
2020-03-07 03:00:00,1,5,0,0,5,2,0,1,0,1,0,5,0,0,0,0,7,4,4,1,2,2,1,1,0,0,1,1,1,0,0,0,0,0,1,0,3,0,0,0,1,0,0,1,1,2,0,1
2020-03-07 04:00:00,2,2,0,0,1,1,1,0,0,1,1,6,0,0,0,0,5,1,1,1,1,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1
2020-03-07 05:00:00,5,7,0,1,1,0,1,2,0,2,0,9,1,0,0,0,17,6,6,0,3,0,0,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
2020-03-07 06:00:00,7,4,1,0,3,6,3,1,2,1,2,28,3,0,1,0,15,9,5,0,11,0,0,2,1,1,0,2,1,5,0,0,0,1,2,0,3,1,1,0,2,0,0,1,1,0,1,0
2020-03-07 07:00:00,5,7,0,0,2,13,1,2,1,4,4,24,5,0,0,2,47,10,5,1,22,3,1,6,4,3,0,0,0,7,1,0,3,1,5,1,9,0,0,1,4,1,0,1,3,5,1,2
2020-03-07 08:00:00,13,17,0,1,6,7,1,4,1,1,3,17,4,0,1,4,39,18,6,0,14,1,0,6,4,3,2,1,5,8,2,2,28,3,1,2,12,0,4,4,4,1,1,2,4,2,5,5
2020-03-07 09:00:00,9,17,0,1,7,13,3,3,1,8,0,20,4,0,0,2,60,22,13,2,18,1,8,3,0,2,2,1,3,9,0,0,16,3,3,1,14,2,4,0,5,0,0,2,1,1,1,1
2020-03-07 10:00:00,14,8,0,2,2,11,0,9,1,9,1,11,2,2,0,4,69,26,6,2,15,3,1,6,1,2,5,1,3,12,0,4,11,3,4,2,15,3,4,4,3,3,3,3,8,5,3,4
2020-03-07 11:00:00,13,19,0,0,6,21,0,6,2,3,1,11,1,1,0,2,66,19,9,1,24,0,1,3,2,0,5,1,2,6,2,1,14,1,4,1,5,2,4,4,5,1,1,3,5,2,1,2
2020-03-07 12:00:00,12,23,1,1,3,11,1,13,4,3,1,18,3,2,0,1,60,31,5,1,19,2,1,5,2,1,2,1,3,6,3,0,19,3,5,2,9,1,5,3,7,0,2,1,3,1,1,1
2020-03-07 13:00:00,10,11,1,1,1,13,4,7,1,4,1,8,1,0,0,6,46,23,8,1,16,3,1,2,3,2,5,0,0,12,2,4,11,1,6,1,22,1,3,3,2,4,1,3,5,1,1,2
2020-03-07 14:00:00,8,13,0,1,1,7,0,8,1,1,3,9,0,0,1,3,54,21,8,4,12,1,1,2,1,1,0,1,0,9,1,0,14,1,3,1,8,1,5,1,4,1,2,2,3,2,2,0
2020-03-07 15:00:00,3,19,0,3,3,4,5,4,1,3,1,12,0,2,1,3,43,14,5,1,15,3,1,3,2,4,0,1,2,9,2,1,5,0,5,0,9,1,3,2,4,1,1,1,6,1,1,1
2020-03-07 16:00:00,8,16,1,2,5,8,4,9,1,17,1,16,0,0,3,2,54,17,9,2,10,3,1,1,3,3,2,1,3,6,0,0,5,2,0,3,13,1,4,1,1,3,2,6,5,2,1,7
2020-03-07 17:00:00,16,20,0,1,6,7,0,9,0,13,1,17,3,1,1,8,64,28,11,1,13,1,2,5,2,1,1,3,2,7,0,2,8,1,8,1,19,2,5,1,10,0,3,1,3,6,2,4
2020-03-07 18:00:00,13,28,0,1,4,7,3,5,0,6,2,36,3,4,0,3,65,15,6,1,10,0,2,2,3,1,3,4,1,13,0,2,6,1,7,0,14,1,2,2,4,0,2,0,7,3,16,4
2020-03-07 19:00:00,19,25,1,2,2,15,2,6,1,16,4,28,4,1,2,1,65,20,7,1,16,1,1,2,3,3,2,2,4,6,9,4,4,2,2,2,9,1,3,3,7,0,2,2,7,3,15,2
2020-03-07 20:00:00,19,21,0,3,3,14,0,7,1,15,1,19,2,3,2,7,45,23,9,1,23,1,1,12,3,6,2,1,5,4,3,1,8,1,3,1,8,2,4,5,3,0,1,2,7,1,6,2
2020-03-07 21:00:00,24,26,2,4,3,11,4,8,3,15,2,12,3,0,0,8,68,26,6,1,13,3,3,1,6,3,3,1,4,4,2,1,9,2,6,2,15,0,5,1,3,0,1,0,2,3,27,7
2020-03-07 22:00:00,13,34,0,2,4,7,0,4,0,14,3,14,4,4,1,7,64,25,9,2,32,0,4,3,3,2,2,1,1,7,3,3,8,0,4,5,17,1,1,1,3,0,1,3,8,5,16,3
2020-03-07 23:00:00,13,19,0,3,1,13,2,7,1,10,1,10,1,1,2,5,41,8,7,3,4,2,2,2,6,1,4,0,0,6,4,0,1,4,6,6,9,1,4,0,6,0,2,3,7,2,6,2
2020-03-08 00:00:00,11,16,1,1,1,15,0,2,0,2,1,11,0,0,0,3,36,10,3,0,13,1,1,1,2,2,0,0,0,4,0,0,3,0,5,0,10,0,1,0,1,0,0,1,8,1,1,0
2020-03-08 01:00:00,5,4,0,1,1,5,1,8,0,1,0,4,0,0,1,0,19,8,7,0,4,1,1,0,0,1,0,0,2,1,0,0,4,0,4,0,4,2,2,1,1,2,0,2,2,0,0,1
2020-03-08 02:00:00,3,2,0,0,1,4,1,1,0,0,0,6,0,0,0,0,7,5,2,0,4,0,0,0,0,2,0,0,0,3,1,0,0,0,1,0,6,0,0,3,1,0,0,1,2,2,2,0
2020-03-08 03:00:00,0,5,0,0,0,1,0,2,0,1,0,1,0,0,0,0,8,3,2,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,2,0,0,1,0,0,0,0
2020-03-08 04:00:00,0,0,0,0,1,3,0,1,1,0,0,1,0,1,0,1,6,1,1,0,2,0,0,1,2,1,0,0,0,0,1,0,0,0,1,0,3,0,0,0,1,0,0,0,3,1,2,1
2020-03-08 05:00:00,0,1,0,0,0,0,2,0,0,1,0,5,0,0,0,1,14,7,0,0,2,1,2,0,0,0,2,0,1,0,1,0,1,0,2,0,3,0,0,0,1,0,0,0,2,0,4,0
2020-03-08 06:00:00,1,7,0,0,1,5,2,4,0,2,0,3,2,0,0,1,8,12,2,2,10,1,0,0,0,2,2,0,0,2,0,1,2,1,1,0,8,0,2,0,0,0,0,0,2,1,3,2
2020-03-08 07:00:00,9,12,0,1,1,5,0,5,0,3,0,9,2,1,0,0,28,20,2,1,17,3,0,3,1,1,1,0,4,7,1,1,3,1,3,3,9,0,0,0,2,1,2,3,0,4,5,2
2020-03-08 08:00:00,14,16,1,2,5,7,2,7,1,4,0,10,4,2,2,0,46,27,6,3,15,8,3,6,3,3,2,0,1,9,1,5,6,2,6,1,9,1,3,8,5,0,0,1,5,3,11,0
2020-03-08 09:00:00,16,16,1,1,6,12,3,12,0,10,0,18,1,0,2,9,57,18,11,3,8,7,4,2,2,2,1,2,0,6,1,0,4,3,3,1,16,2,7,3,3,1,0,2,3,2,3,4
2020-03-08 10:00:00,9,18,2,1,6,18,1,13,1,8,3,15,3,0,1,1,81,26,7,5,18,5,2,3,4,7,2,1,1,11,1,1,1,0,6,0,26,1,1,1,5,0,3,1,4,3,7,4
2020-03-08 11:00:00,18,21,1,2,2,14,2,11,1,7,0,11,2,0,0,5,55,16,7,4,8,5,3,0,0,4,2,2,0,8,1,1,9,1,6,0,18,3,5,2,4,1,1,2,4,4,3,1
2020-03-08 12:00:00,16,22,0,0,11,18,1,7,1,6,1,17,2,2,2,4,89,32,7,4,14,9,1,3,0,2,4,1,3,8,3,2,5,0,5,0,19,0,7,4,4,0,1,1,5,1,3,1
2020-03-08 13:00:00,10,21,0,2,3,12,3,6,0,1,2,7,0,0,0,1,63,19,5,1,15,2,1,2,3,4,1,2,1,4,2,0,4,2,2,0,9,1,2,3,3,0,1,4,5,2,6,3
2020-03-08 14:00:00,9,13,0,1,4,7,2,10,0,4,1,7,3,1,1,4,56,19,9,2,14,0,2,1,1,3,2,4,0,13,0,1,6,0,2,0,15,5,3,1,7,1,0,3,5,0,2,0
2020-03-08 15:00:00,17,13,2,3,1,8,1,6,0,2,2,13,0,1,0,7,52,23,5,3,17,0,0,1,2,5,1,1,1,3,3,2,3,0,1,1,7,2,2,2,4,0,2,1,7,1,0,1
2020-03-08 16:00:00,15,12,0,1,3,6,1,5,0,1,1,7,5,1,2,1,51,18,6,4,17,1,0,2,1,3,6,0,0,8,3,1,4,4,2,0,11,1,5,4,3,0,0,2,5,3,5,0
2020-03-08 17:00:00,8,14,0,2,3,6,1,6,0,4,0,11,0,0,0,3,53,20,8,7,6,1,3,1,1,3,3,2,0,5,2,1,6,1,0,0,15,2,3,0,11,1,0,1,3,2,2,1
2020-03-08 18:00:00,18,14,0,1,5,11,0,5,0,9,3,9,5,2,0,5,67,27,7,3,13,1,0,1,5,6,2,4,3,7,2,2,3,5,4,2,15,2,3,0,6,1,2,1,5,3,2,3
2020-03-08 19:00:00,6,21,2,1,2,11,2,6,1,9,0,14,1,0,2,6,60,24,7,4,20,0,0,0,2,1,1,0,0,6,1,1,1,4,5,2,16,2,6,1,4,1,0,3,5,1,3,0
2020-03-08 20:00:00,19,19,1,0,6,12,4,4,3,4,0,17,2,0,1,5,67,18,13,1,18,4,5,8,2,6,0,2,4,12,2,0,3,1,5,3,17,0,5,2,4,2,1,2,2,4,3,6
2020-03-08 21:00:00,13,27,1,3,5,11,5,6,1,6,1,17,0,0,2,0,64,27,7,2,14,2,1,2,1,4,0,0,3,7,4,0,6,2,7,2,6,0,2,1,8,0,0,5,1,2,4,0
