,Hokkaido,Osaka,Tokushima,Nagasaki,Niigata,Hyogo,Ishikawa,Nagano,Tottori,Gunma,Oita,Saitama,Akita,Wakayama,Kochi,Miyagi,Tokyo,Kanagawa,Fukuoka,Yamanashi,Aichi,Iwate,Unknown,Okayama,Nara,Mie,Kagawa,Miyazaki,Aomori,Shizuoka,Yamagata,Kumamoto,Hiroshima,Yamaguchi,Tochigi,Kagoshima,Chiba,Saga,Gifu,Okinawa,Ibaraki,Shimane,Fukui,Ehime,Kyoto,Shiga,Fukushima,Toyama
2020-08-27 04:00:00,1,2,0,0,1,0,0,1,0,0,0,1,0,1,0,0,3,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0
2020-08-27 05:00:00,1,4,0,0,0,1,0,2,0,0,1,1,0,0,0,1,7,7,0,0,2,3,0,2,0,0,0,0,2,1,0,0,0,1,2,0,4,1,2,1,0,1,0,1,2,0,0,0
2020-08-27 06:00:00,1,5,0,0,0,4,0,2,0,0,1,4,0,0,0,2,10,9,0,0,4,0,0,3,1,0,0,0,1,1,0,0,0,1,1,1,0,0,2,0,2,1,0,0,1,0,0,0
2020-08-27 07:00:00,5,6,0,0,3,6,1,1,1,0,2,4,0,0,0,1,15,6,2,0,5,5,1,1,1,0,0,0,0,4,0,0,1,6,1,1,7,2,1,1,2,0,0,0,2,1,1,0
2020-08-27 08:00:00,4,7,0,1,1,7,0,0,0,3,1,5,0,2,0,3,24,7,3,0,5,0,0,2,2,2,3,0,0,4,1,3,1,1,2,0,3,0,0,3,1,1,0,0,2,1,1,0
2020-08-27 09:00:00,2,7,0,2,5,2,0,2,0,0,1,6,2,0,0,4,21,7,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,2,0,3,0,2,2,0,0,1,1,4,0,1,1
2020-08-27 10:00:00,2,11,1,1,2,2,0,4,1,0,1,5,3,0,2,3,19,5,3,0,2,1,1,1,3,0,2,0,0,0,1,0,2,0,2,0,3,0,3,0,0,0,1,0,0,2,1,1
2020-08-27 11:00:00,5,6,0,0,1,1,0,3,0,2,0,6,2,1,0,1,32,2,4,1,2,0,2,0,0,2,0,0,1,1,0,0,0,0,3,0,3,0,2,0,1,0,0,0,0,0,0,1
2020-08-27 12:00:00,7,12,0,2,1,4,2,5,1,5,0,8,0,0,0,5,27,5,7,0,2,2,1,0,1,2,1,0,7,4,2,1,2,3,2,2,3,1,0,0,0,1,5,0,4,1,4,1
2020-08-27 13:00:00,1,6,0,0,2,5,3,1,1,1,1,8,0,0,1,2,22,7,2,0,2,1,0,0,2,0,0,0,2,1,0,2,2,3,1,0,3,0,2,2,1,1,1,0,1,1,2,0
2020-08-27 14:00:00,2,9,1,0,2,4,0,0,1,0,0,3,2,0,0,3,18,8,2,0,4,3,1,2,1,1,0,1,2,3,1,0,0,1,3,0,1,0,0,2,4,0,1,0,1,0,0,1
2020-08-27 15:00:00,11,6,0,1,1,3,1,1,0,1,0,1,0,0,1,0,28,7,3,0,3,0,0,0,0,1,3,1,1,4,1,0,2,0,2,1,4,1,0,1,1,0,1,0,1,0,0,0
2020-08-27 16:00:00,4,6,0,1,3,5,0,3,0,0,2,0,1,1,1,1,27,9,1,0,5,3,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,4,0,0,0,0,2,1,3,2
2020-08-27 17:00:00,3,7,0,1,0,1,0,1,0,1,0,2,0,0,0,2,66,12,3,2,6,2,0,3,0,2,0,1,1,4,2,0,3,0,5,2,3,0,0,2,3,0,1,1,3,0,3,1
2020-08-27 18:00:00,3,9,2,1,2,3,0,3,0,4,0,6,1,0,0,3,29,3,5,0,7,0,0,1,2,2,0,0,4,4,0,1,2,0,3,6,5,0,2,1,5,0,2,1,3,4,2,0
2020-08-27 19:00:00,7,9,0,0,0,6,0,3,0,4,0,7,1,0,1,2,27,15,2,0,7,1,1,1,0,0,1,0,0,4,0,1,0,1,3,1,5,0,2,3,3,1,0,2,1,3,2,6
2020-08-27 20:00:00,6,10,0,2,1,2,0,5,0,3,2,6,0,2,0,5,19,7,5,0,4,0,1,2,1,4,0,1,1,3,0,0,0,2,2,0,6,0,1,2,0,1,0,1,3,9,3,1
2020-08-27 21:00:00,4,7,1,2,4,6,2,2,0,1,0,3,0,1,3,2,26,7,5,0,9,3,0,0,0,2,1,1,1,4,1,1,2,3,1,1,2,2,6,2,4,0,2,0,3,2,4,3
2020-08-27 22:00:00,5,3,1,1,3,4,2,1,0,2,2,8,0,0,0,1,18,11,5,3,11,1,0,0,1,2,0,0,1,1,1,1,2,1,3,0,8,0,2,2,0,1,0,0,1,1,1,4
2020-08-27 23:00:00,3,3,0,0,5,4,0,0,0,1,3,3,2,0,0,3,28,8,6,0,6,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1,2,1,1,1,0,0,0,1,0,3,1
2020-08-28 00:00:00,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,1,15,6,4,0,2,0,1,1,0,1,1,0,1,2,0,0,0,0,2,0,3,0,1,2,2,0,1,1,2,0,0,1
2020-08-28 01:00:00,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,10,3,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
2020-08-28 02:00:00,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-28 03:00:00,2,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,2,0,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0
2020-08-28 04:00:00,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,1,0,0
2020-08-28 05:00:00,1,4,0,0,1,0,0,2,0,0,2,2,0,0,0,1,14,3,1,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,5,1,0,1,1,0,0,0,0,0,2,0
2020-08-28 06:00:00,6,6,0,0,0,5,0,2,1,1,0,4,0,0,0,0,15,13,2,1,7,2,0,2,0,0,0,0,1,2,0,0,0,1,0,0,3,0,1,0,1,0,0,0,3,1,0,0
2020-08-28 07:00:00,7,8,1,0,3,9,4,1,0,3,1,3,0,0,1,2,34,7,0,0,5,0,0,2,2,0,0,0,1,5,0,0,1,2,1,2,3,0,4,2,2,0,1,0,5,0,1,0
2020-08-28 08:00:00,3,6,1,0,0,2,1,0,0,0,0,7,0,0,2,3,33,11,3,0,10,3,1,0,3,2,0,0,0,0,0,1,1,0,4,0,5,1,3,2,1,0,0,0,1,0,0,1
2020-08-28 09:00:00,3,4,0,0,0,4,2,4,0,0,0,2,0,0,0,1,37,9,3,0,2,1,0,2,1,1,0,1,0,0,0,1,0,1,2,0,5,0,2,1,0,1,0,0,1,0,1,3
2020-08-28 10:00:00,2,5,0,0,2,2,0,5,0,1,0,3,0,0,0,1,24,3,7,1,7,1,1,2,1,0,1,1,1,3,1,1,1,1,3,0,3,0,1,0,1,0,1,0,0,0,1,0
2020-08-28 11:00:00,8,2,0,0,1,2,1,2,0,1,1,3,1,0,0,5,23,5,4,0,9,0,0,0,0,1,3,2,0,4,1,0,0,1,1,1,2,0,1,3,1,0,0,0,0,0,1,1
2020-08-28 12:00:00,7,8,0,0,2,3,0,5,0,1,0,7,0,1,0,1,28,3,8,1,5,4,1,1,0,1,1,0,0,3,0,0,0,0,3,0,2,0,2,5,1,0,2,2,4,0,2,1
2020-08-28 13:00:00,3,7,2,1,0,6,1,4,0,4,0,8,0,0,0,0,20,4,3,0,6,1,0,3,0,0,1,1,0,1,1,0,3,2,4,0,3,0,3,1,0,1,1,0,1,1,1,0
2020-08-28 14:00:00,2,9,0,3,2,1,0,5,0,3,2,10,0,0,1,1,32,4,3,1,5,1,0,2,2,0,1,2,0,3,0,0,2,2,2,0,8,1,3,5,3,0,0,0,4,1,1,2
2020-08-28 15:00:00,3,6,0,3,0,9,2,4,0,1,0,3,4,0,0,1,34,5,2,2,4,1,3,4,1,2,0,0,0,3,0,1,0,3,2,0,3,0,1,4,1,1,0,0,3,0,1,1
2020-08-28 16:00:00,1,7,0,1,1,6,1,3,0,3,0,2,0,0,0,3,15,13,4,0,6,0,0,1,2,2,0,1,1,2,1,0,2,0,4,0,0,0,1,2,2,0,1,1,0,2,0,0
2020-08-28 17:00:00,11,17,0,0,0,2,2,1,0,6,2,6,8,0,1,4,32,7,7,2,4,1,1,3,3,2,0,2,0,3,0,0,1,0,7,1,1,0,2,7,4,0,0,0,2,0,5,0
2020-08-28 18:00:00,6,8,0,0,2,4,0,4,1,1,0,4,2,2,0,2,20,8,3,1,6,1,0,1,0,1,0,1,2,2,1,0,3,1,10,0,5,0,4,0,7,0,0,1,5,2,1,1
2020-08-28 19:00:00,3,8,0,0,1,7,3,4,0,1,0,2,0,0,0,0,24,4,2,2,9,1,2,1,1,2,0,0,0,3,0,3,2,0,4,0,6,0,0,1,3,1,2,1,6,1,4,0
2020-08-28 20:00:00,5,11,1,0,2,1,1,2,0,2,0,6,4,0,0,4,33,6,7,5,9,1,0,0,3,1,1,0,1,7,1,1,2,0,2,0,2,1,1,0,4,2,0,1,0,3,1,0
2020-08-28 21:00:00,3,11,0,0,2,5,3,5,0,4,1,5,2,0,1,3,46,4,2,2,8,1,1,2,2,0,4,1,1,2,2,0,3,0,0,0,9,0,4,7,2,2,0,0,1,6,2,2
2020-08-28 22:00:00,8,7,1,2,2,2,1,0,0,3,1,1,1,2,2,1,28,12,8,0,4,1,0,2,1,2,1,1,0,5,3,1,1,1,1,1,9,0,1,0,2,0,0,0,1,2,1,2
2020-08-28 23:00:00,6,6,0,0,1,7,2,1,1,1,0,6,1,0,1,5,28,10,2,0,4,0,0,4,0,1,1,0,0,4,0,0,4,1,1,0,3,2,0,2,1,2,1,1,4,0,2,2
2020-08-29 00:00:00,6,5,1,3,2,2,0,5,0,1,1,1,0,0,0,0,16,8,6,1,1,1,1,0,0,1,0,0,0,3,0,0,1,0,2,0,3,3,0,1,1,0,0,1,1,0,1,0
2020-08-29 01:00:00,0,1,0,0,0,0,1,2,0,1,1,0,0,0,0,0,13,0,1,0,1,0,0,2,1,1,0,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2020-08-29 02:00:00,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,7,0,0,1,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-29 03:00:00,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2020-08-29 04:00:00,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2020-08-29 05:00:00,0,3,0,0,0,1,0,2,0,2,0,2,0,0,0,0,10,3,3,0,2,0,0,1,0,1,0,0,1,3,0,0,0,0,0,0,5,1,0,0,1,0,1,0,3,1,0,2
2020-08-29 06:00:00,1,5,1,0,1,0,1,1,1,2,1,5,0,0,0,1,15,2,2,0,1,1,0,0,0,0,1,0,1,3,0,0,3,0,0,0,2,1,0,0,1,0,0,0,3,0,1,2
2020-08-29 07:00:00,2,12,0,0,1,4,1,5,1,0,0,3,1,0,0,3,17,2,3,0,3,0,0,3,0,0,0,1,1,2,0,0,0,1,3,0,3,0,1,4,4,0,0,0,0,1,1,2
2020-08-29 08:00:00,4,18,1,1,1,5,0,3,0,1,0,4,0,1,1,4,25,12,2,1,4,1,0,4,2,2,0,0,0,5,0,1,2,1,3,0,8,0,0,0,1,0,2,0,1,0,1,0
2020-08-29 09:00:00,5,5,1,0,2,6,0,1,0,1,1,6,0,1,1,1,32,8,1,0,6,0,0,1,1,1,1,0,0,2,0,1,2,0,6,1,9,1,4,3,1,0,1,1,1,0,0,1
2020-08-29 10:00:00,5,8,1,1,3,1,1,3,0,4,0,7,1,0,3,2,23,7,4,0,5,1,0,2,2,1,2,1,0,0,0,1,0,2,3,0,6,1,3,5,1,0,1,3,3,3,3,2
2020-08-29 11:00:00,4,7,0,0,3,5,0,0,0,2,0,8,2,0,0,2,15,12,4,1,6,1,0,1,1,0,0,0,1,5,0,3,0,2,4,3,2,1,0,3,0,2,0,1,1,1,1,0
2020-08-29 12:00:00,4,3,1,2,0,11,0,2,0,1,1,3,0,0,1,2,28,6,4,0,8,1,0,3,1,2,1,2,0,4,0,0,2,1,3,1,1,0,3,1,0,2,2,0,2,1,0,0
2020-08-29 13:00:00,2,4,2,0,1,6,0,0,0,2,0,6,0,0,0,2,16,8,3,2,2,0,1,1,1,1,0,1,1,3,0,0,0,0,3,0,3,0,1,0,3,1,0,0,2,0,4,2
2020-08-29 14:00:00,3,9,1,0,1,5,0,2,0,2,1,1,0,0,1,1,21,8,4,0,4,1,1,1,1,1,1,0,0,0,1,2,2,1,1,0,0,1,3,3,2,0,1,1,5,0,0,0
2020-08-29 15:00:00,9,5,1,2,1,2,2,7,0,4,0,2,0,1,0,1,31,5,3,0,5,0,1,6,0,1,2,0,0,1,0,2,2,0,1,1,4,0,3,1,2,0,1,0,1,1,1,1
2020-08-29 16:00:00,2,4,1,0,2,1,0,1,1,2,0,4,0,1,2,0,25,6,1,0,7,0,1,1,1,3,1,0,0,5,0,2,0,1,3,0,7,1,1,1,2,0,1,0,0,1,1,0
2020-08-29 17:00:00,6,5,0,2,3,4,0,7,0,5,1,2,2,1,0,3,25,6,0,0,9,2,1,0,0,0,0,0,0,0,1,1,2,3,2,0,4,0,1,2,1,0,0,0,2,1,4,1
2020-08-29 18:00:00,3,8,0,1,1,3,0,0,0,5,1,4,0,1,0,2,19,10,6,1,4,4,3,0,2,2,0,2,1,1,1,0,2,0,3,0,3,1,0,4,1,1,0,0,6,0,4,1
2020-08-29 19:00:00,1,11,1,0,2,5,3,4,0,1,1,3,1,1,1,3,21,6,4,0,11,2,0,1,0,0,1,1,1,3,2,0,1,1,3,1,5,0,7,2,3,1,0,0,3,4,1,3
2020-08-29 20:00:00,5,5,0,0,3,1,0,6,0,2,1,4,2,0,0,1,25,8,2,1,3,2,1,2,0,2,0,2,0,2,0,0,1,1,3,0,5,1,12,2,0,1,3,1,2,1,0,0
2020-08-29 21:00:00,5,5,0,1,1,7,2,4,2,5,1,7,1,1,0,0,18,8,5,2,10,0,0,0,1,0,0,3,1,6,0,0,1,0,10,0,6,0,1,8,3,1,1,0,1,1,5,0
2020-08-29 22:00:00,4,9,0,2,1,4,1,2,0,0,1,1,0,0,3,1,27,6,5,0,6,0,0,0,0,2,0,0,0,3,0,0,4,1,1,0,4,2,1,4,3,1,0,1,4,1,0,1
2020-08-29 23:00:00,4,6,0,1,0,6,0,0,0,1,1,2,0,0,1,3,23,7,1,0,1,0,0,2,0,0,0,0,0,3,0,0,2,0,1,2,3,2,3,2,2,0,0,0,3,0,3,0
2020-08-30 00:00:00,2,3,0,1,0,0,0,1,0,1,0,1,0,0,1,4,16,8,1,0,2,1,0,0,0,0,1,0,0,2,0,0,1,1,1,0,2,0,2,0,0,1,0,0,0,0,1,0
2020-08-30 01:00:00,1,4,0,1,0,0,1,0,0,0,0,1,1,1,0,0,11,7,1,0,1,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,4,2,1,0,0,0,0,0,1,0,0,0
2020-08-30 02:00:00,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-30 03:00:00,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
2020-08-30 04:00:00,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2020-08-30 05:00:00,0,1,2,0,0,2,0,2,0,0,0,0,1,0,0,0,8,4,0,0,3,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
2020-08-30 06:00:00,0,4,2,0,0,5,0,1,0,1,0,1,0,0,0,2,21,12,1,0,2,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,2,0,0,1
2020-08-30 07:00:00,0,8,0,0,0,3,1,2,0,2,1,8,0,1,1,2,11,7,2,0,1,1,1,0,0,1,1,0,0,1,2,0,2,1,3,0,2,3,3,1,1,0,0,0,6,0,2,1
2020-08-30 08:00:00,2,3,1,0,0,1,1,2,0,0,1,3,0,0,1,1,20,8,0,2,3,1,1,2,2,0,0,1,2,3,1,0,2,0,2,1,10,0,0,2,1,0,1,0,2,1,1,2
2020-08-30 09:00:00,6,4,1,0,2,3,0,4,0,2,0,7,1,0,1,2,18,11,2,0,6,2,1,0,1,3,0,0,1,7,0,0,2,2,2,2,5,0,1,0,3,0,1,0,2,2,4,1
2020-08-30 10:00:00,1,8,0,0,1,3,1,6,0,1,2,6,1,0,2,1,23,10,5,1,4,0,0,5,0,1,0,1,0,2,0,1,0,3,6,2,5,0,6,4,3,0,4,0,5,1,1,1
2020-08-30 11:00:00,11,6,0,2,0,8,1,3,0,2,0,8,2,1,0,2,26,8,5,0,6,0,0,3,1,2,0,0,1,5,1,1,1,3,3,1,4,0,1,1,0,0,1,0,3,0,1,0
2020-08-30 12:00:00,5,9,0,0,0,2,1,3,1,2,1,4,0,1,1,2,24,7,4,2,9,1,2,1,0,1,0,0,1,2,2,0,0,1,5,2,6,1,1,3,4,0,1,0,1,0,0,2
2020-08-30 13:00:00,5,5,0,2,1,3,2,2,0,1,1,7,0,0,2,0,28,6,1,1,5,0,1,0,1,1,2,2,0,4,0,0,1,1,4,1,5,0,1,0,3,2,0,0,1,0,1,0
2020-08-30 14:00:00,2,6,1,0,1,1,1,1,0,1,0,8,0,0,0,0,19,8,5,1,5,0,0,1,0,0,0,0,0,4,0,1,1,1,1,1,3,1,3,2,1,0,1,0,1,1,1,1
2020-08-30 15:00:00,6,5,0,0,2,4,1,3,0,0,0,3,1,0,0,2,23,7,5,0,6,0,2,0,0,0,1,1,2,3,0,0,0,1,2,0,4,0,1,2,1,0,2,0,0,0,1,0
2020-08-30 16:00:00,4,7,1,1,2,3,0,1,0,1,2,6,0,2,0,2,29,1,0,0,10,0,0,0,1,3,2,1,1,5,2,1,2,0,1,2,3,0,6,2,0,1,1,1,1,0,1,0
2020-08-30 17:00:00,2,8,0,1,0,1,2,2,1,0,1,2,2,0,0,0,28,7,2,0,3,2,0,0,0,0,0,0,2,4,2,0,3,1,2,1,2,1,1,1,1,1,1,1,0,0,0,1
2020-08-30 18:00:00,4,9,0,3,1,4,0,0,0,2,2,7,2,0,3,5,19,4,3,0,5,0,1,0,0,0,0,0,0,3,2,0,0,2,2,0,4,0,1,0,1,0,0,0,8,1,0,2
2020-08-30 19:00:00,3,13,0,1,3,2,1,4,0,2,0,3,0,0,0,0,21,10,2,0,9,0,0,0,0,0,4,2,0,0,0,0,0,0,1,0,5,0,2,2,6,0,0,0,4,0,3,1
2020-08-30 20:00:00,6,8,0,0,1,4,0,5,0,1,0,4,0,0,2,2,17,6,3,0,4,0,1,1,1,2,1,0,0,5,1,1,0,1,0,1,5,0,2,4,3,0,0,0,1,0,6,1
2020-08-30 21:00:00,5,8,1,0,1,5,1,6,0,4,1,8,2,0,0,1,16,8,0,0,6,1,1,0,0,0,0,0,0,6,0,0,2,1,2,3,4,0,1,2,2,0,0,0,1,2,2,0
2020-08-30 22:00:00,4,7,0,1,4,5,2,1,0,2,1,3,0,0,1,2,23,6,1,2,10,3,1,1,2,0,1,2,0,7,1,0,1,0,2,0,3,1,1,0,2,1,1,0,1,0,1,0
2020-08-30 23:00:00,4,8,0,0,1,5,3,1,0,4,3,6,1,0,2,2,30,4,2,0,8,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,3,0,1,2,2,0,1,0,2,0,0,3
2020-08-31 00:00:00,2,3,1,0,0,2,0,1,0,2,0,2,0,1,0,1,11,3,2,0,0,1,0,0,0,3,0,0,0,4,0,1,2,0,0,0,1,0,1,3,0,0,0,0,2,1,0,2
2020-08-31 01:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7,7,3,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0
2020-08-31 02:00:00,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0
2020-08-31 04:00:00,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1
2020-08-31 05:00:00,1,6,0,0,0,1,0,1,0,0,0,2,0,1,0,0,5,3,2,0,0,0,0,0,0,2,1,0,0,0,1,0,0,2,0,0,3,0,0,1,0,1,0,0,0,0,0,1
2020-08-31 06:00:00,1,5,0,1,0,0,0,0,1,0,0,5,0,0,0,0,7,9,0,0,3,2,0,2,6,2,0,0,0,4,0,1,2,2,1,0,1,0,0,1,2,0,0,4,2,0,0,0
2020-08-31 07:00:00,4,4,0,0,1,3,0,3,0,2,0,2,0,1,0,1,18,4,0,0,2,0,0,2,3,1,0,1,0,2,0,0,1,2,3,3,3,1,4,0,1,0,0,2,1,0,0,0
2020-08-31 08:00:00,5,9,0,0,1,3,2,0,0,0,0,5,1,0,1,4,17,10,0,0,3,0,1,1,0,1,0,0,1,2,0,0,0,0,3,0,4,0,1,3,1,0,0,3,0,0,1,2
2020-08-31 09:00:00,0,2,0,1,3,1,0,3,0,2,0,8,0,0,0,0,19,5,3,0,9,0,1,1,1,0,8,0,0,1,0,0,1,1,1,0,3,0,1,0,2,1,2,1,4,0,0,1
2020-08-31 10:00:00,2,7,0,1,0,1,0,1,0,0,1,2,0,0,0,3,20,5,3,1,4,0,0,0,0,1,2,1,0,3,1,0,3,2,1,0,4,2,1,2,2,0,0,2,1,1,0,0
2020-08-31 11:00:00,2,5,0,0,3,1,0,1,0,0,0,4,1,0,0,0,16,7,1,0,7,0,1,3,4,0,0,2,0,3,0,1,2,0,3,1,3,0,2,1,0,1,0,2,1,0,0,3
2020-08-31 12:00:00,3,6,0,0,3,4,0,3,0,1,1,3,0,0,1,1,15,8,4,0,4,1,0,1,2,2,0,0,0,1,0,0,1,2,2,1,6,1,2,2,1,1,0,0,0,0,3,1
2020-08-31 13:00:00,3,4,0,1,0,2,0,0,0,1,2,3,0,0,1,0,24,6,3,1,1,0,1,0,0,1,0,3,0,1,0,0,0,0,3,0,2,0,0,0,3,0,0,0,0,0,0,1
2020-08-31 14:00:00,1,5,0,1,2,4,0,3,0,0,1,5,0,1,0,0,14,8,5,1,1,0,1,0,1,1,0,1,0,2,2,1,2,1,1,0,3,0,0,2,2,0,0,0,3,0,1,0
2020-08-31 15:00:00,3,5,0,0,0,5,1,2,0,1,0,0,0,0,1,1,13,7,1,0,2,0,1,0,1,2,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,1,0,0,1,0,0,1
2020-08-31 16:00:00,1,5,0,0,1,3,2,1,0,1,0,3,0,0,1,2,15,11,3,1,6,0,0,0,0,1,1,1,0,2,0,0,1,0,4,0,2,0,1,1,2,0,1,1,2,0,1,0
2020-08-31 17:00:00,2,7,0,1,2,0,1,8,0,0,1,3,0,0,0,1,19,7,1,0,4,0,1,0,0,0,2,1,0,3,1,0,2,2,3,3,3,0,1,2,3,0,2,0,3,2,2,3
2020-08-31 18:00:00,5,7,1,0,2,1,0,3,1,3,0,6,0,0,0,1,28,12,7,0,6,1,2,1,0,0,0,2,0,3,0,0,0,2,3,3,1,1,1,1,5,0,0,0,1,1,2,3
2020-08-31 19:00:00,4,10,0,1,1,0,3,1,0,0,2,6,1,0,0,1,26,12,3,0,3,1,0,1,1,2,1,0,1,4,0,0,4,0,3,3,6,1,0,4,2,0,0,0,0,4,2,3
2020-08-31 20:00:00,3,3,1,2,1,4,0,2,0,3,2,2,0,0,0,4,27,6,2,0,12,0,1,1,3,0,3,0,1,4,2,1,0,1,1,3,8,0,1,3,1,1,1,1,3,1,0,2
2020-08-31 21:00:00,1,4,1,1,1,2,1,2,0,1,0,5,1,0,1,2,22,10,3,0,9,1,1,0,0,2,1,2,0,3,1,1,1,1,2,0,3,0,2,1,6,1,0,1,2,2,5,2
2020-08-31 22:00:00,1,6,0,1,0,2,2,4,0,2,1,5,0,0,1,0,20,11,1,1,9,2,0,2,0,3,2,0,1,3,2,1,0,1,2,0,6,2,7,4,1,1,3,0,4,3,1,3
2020-08-31 23:00:00,2,6,0,1,0,0,0,1,1,0,1,2,1,0,0,1,15,6,3,0,3,1,0,1,0,0,0,1,0,1,0,0,3,1,1,1,3,0,2,4,0,0,0,2,6,0,1,2
2020-09-01 00:00:00,0,5,0,1,0,1,1,5,0,0,0,1,0,0,0,3,17,5,2,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,1,2,0,0,0,1,1,0,0,0
2020-09-01 01:00:00,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,16,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
2020-09-01 02:00:00,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-09-01 03:00:00,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,5,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2020-09-01 04:00:00,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-09-01 05:00:00,1,15,0,0,0,2,1,3,0,1,0,0,0,0,0,0,4,4,1,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,2,1,0,0,0,1,0,0,0
2020-09-01 06:00:00,1,17,0,1,2,2,1,1,0,1,0,5,0,0,0,0,10,3,0,0,5,2,0,0,3,0,0,0,0,1,0,0,4,1,0,1,5,0,1,0,2,1,0,0,2,3,0,0
2020-09-01 07:00:00,4,4,2,3,3,2,0,4,1,2,0,2,0,1,0,0,17,3,0,0,3,1,0,0,3,1,3,1,1,5,1,1,2,1,0,0,4,0,1,1,1,0,2,1,0,1,2,2
2020-09-01 08:00:00,6,5,0,1,0,4,1,1,0,0,0,5,0,0,0,3,21,11,2,0,9,1,0,1,2,5,1,0,0,4,1,0,1,0,1,0,2,1,0,3,1,0,0,0,4,0,1,1
