,Hokkaido,Osaka,Tokushima,Nagasaki,Niigata,Hyogo,Ishikawa,Nagano,Tottori,Gunma,Oita,Saitama,Toyama,Akita,Wakayama,Kochi,Miyagi,Tokyo,Kanagawa,Fukuoka,Yamanashi,Aichi,Iwate,Unknown,Okayama,Nara,Mie,Kagawa,Miyazaki,Aomori,Shizuoka,Yamagata,Kumamoto,Hiroshima,Yamaguchi,Tochigi,Kagoshima,Chiba,Saga,Gifu,Okinawa,Shimane,Fukui,Ehime,Kyoto,Shiga,Fukushima,Ibaraki
2019-07-20 18:00:00,10,2,1,4,1,3,0,5,0,1,0,3,0,0,0,2,3,7,5,23,3,1,1,3,3,3,0,1,1,1,5,0,4,2,10,3,5,4,3,0,3,0,0,2,5,0,2,11
2019-07-20 19:00:00,5,5,0,2,1,1,0,3,1,1,1,1,1,0,0,1,2,6,2,9,2,1,0,0,0,0,0,0,0,1,1,0,2,6,3,5,2,3,2,2,2,2,0,4,0,0,2,14
2019-07-20 20:00:00,6,4,0,3,2,2,0,0,0,1,2,2,0,0,0,0,3,7,5,12,2,4,1,0,0,0,0,2,2,0,3,1,2,1,1,2,2,3,2,2,0,0,0,3,0,0,14,6
2019-07-20 21:00:00,2,3,0,5,0,1,1,1,1,0,3,1,1,0,0,0,0,18,2,8,0,2,0,0,3,1,0,1,1,0,3,1,2,2,5,0,1,0,2,0,0,2,0,2,1,0,1,6
2019-07-20 22:00:00,3,2,1,1,3,1,1,0,0,1,1,2,0,2,2,0,1,10,4,11,0,0,1,1,1,2,0,0,0,0,0,0,1,2,4,2,2,2,2,0,0,2,0,2,2,0,2,0
2019-07-20 23:00:00,1,0,0,2,1,3,0,0,1,0,1,4,0,0,1,0,1,5,8,12,1,1,0,1,1,1,0,1,3,0,1,0,0,5,5,1,1,2,2,3,1,3,0,2,1,0,1,3
2019-07-21 00:00:00,1,3,0,3,0,4,0,0,0,0,1,1,0,0,0,0,1,6,2,5,0,0,0,3,1,0,1,1,3,0,1,0,0,5,2,0,2,4,1,1,1,0,0,0,1,0,1,0
2019-07-21 01:00:00,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,3,0,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0
2019-07-21 02:00:00,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-07-21 03:00:00,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1
2019-07-21 04:00:00,1,0,0,0,0,1,0,0,8,0,0,0,0,0,0,1,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,1,3,0,0,8,0,1,0,0,0,2
2019-07-21 05:00:00,0,1,0,0,0,1,0,1,2,0,0,0,0,0,1,0,1,6,4,20,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,3,2,0,0,8,0,2,1,1,0,2
2019-07-21 06:00:00,3,1,1,8,0,3,1,2,1,0,1,1,1,0,0,0,2,6,5,14,0,4,0,0,1,0,8,0,0,0,0,2,6,2,3,0,4,2,2,0,0,4,0,2,0,0,3,2
2019-07-21 07:00:00,1,1,0,6,1,3,0,1,0,2,2,3,0,0,0,1,3,9,3,24,0,2,1,0,5,4,0,4,3,0,2,0,1,10,8,2,3,2,8,6,2,1,0,5,3,0,3,1
2019-07-21 08:00:00,1,1,0,5,1,5,1,4,0,1,1,2,0,0,1,1,2,6,5,33,0,4,2,0,2,1,2,2,3,0,4,0,5,11,8,1,7,1,3,4,0,2,0,2,0,2,1,1
2019-07-21 09:00:00,4,7,1,5,2,5,0,2,0,0,11,6,0,0,0,2,4,12,4,29,0,4,0,0,4,2,3,2,2,0,2,0,1,9,4,4,5,4,1,7,1,5,0,3,1,1,0,4
2019-07-21 10:00:00,5,5,1,2,1,1,0,2,4,1,7,2,0,1,0,5,3,29,4,17,2,4,0,1,0,1,2,3,0,0,3,0,3,15,2,0,12,2,3,2,0,9,0,0,2,3,2,2
2019-07-21 11:00:00,0,0,0,4,1,2,1,2,1,0,1,7,0,0,1,1,3,12,4,27,0,3,1,0,4,1,2,4,3,0,2,0,1,14,4,2,10,1,3,2,1,2,0,2,1,2,0,0
2019-07-21 12:00:00,3,5,2,8,0,2,1,1,6,3,3,1,0,0,1,1,2,18,1,47,1,1,0,1,2,0,1,5,1,0,1,0,2,4,1,1,4,2,6,1,3,3,0,3,1,0,3,2
2019-07-21 13:00:00,7,3,0,3,0,2,0,2,0,0,1,4,0,0,0,0,2,10,2,29,0,1,0,1,1,1,1,1,1,0,1,1,0,4,4,1,5,1,5,2,1,1,0,1,1,2,0,0
2019-07-21 14:00:00,1,2,0,3,0,4,0,2,2,1,3,0,0,0,0,1,0,4,2,19,0,2,0,0,1,0,1,1,1,0,3,0,0,5,4,2,2,2,6,0,1,1,0,2,1,0,1,0
2019-07-21 15:00:00,3,3,0,3,1,3,2,3,3,1,4,2,1,2,1,1,0,10,4,10,0,0,1,0,1,1,0,0,2,0,3,0,1,5,2,1,2,3,7,1,0,1,0,1,3,0,1,1
2019-07-21 16:00:00,1,3,0,1,0,1,1,2,6,1,1,3,2,0,2,0,1,7,2,17,0,1,0,0,4,0,0,1,3,0,0,0,1,6,1,1,4,0,2,1,0,5,0,5,0,0,3,4
2019-07-21 17:00:00,1,3,0,0,0,3,0,2,1,0,2,4,0,0,0,1,1,6,0,18,1,3,0,0,2,1,0,2,4,0,0,0,0,4,1,2,0,2,4,2,0,1,0,4,0,1,2,2
2019-07-21 18:00:00,0,7,0,2,0,3,0,2,0,0,1,5,0,1,2,1,1,3,2,14,0,2,1,0,1,0,2,2,0,0,3,1,1,6,2,1,2,1,5,1,0,0,0,0,0,0,0,0
2019-07-21 19:00:00,1,0,1,3,0,3,0,0,2,0,2,1,0,0,0,0,0,8,8,13,2,1,1,0,0,0,1,1,1,0,5,0,1,4,2,0,2,1,2,1,0,0,0,1,1,0,0,1
2019-07-21 20:00:00,1,1,0,2,0,9,0,3,0,3,0,2,1,1,0,3,0,8,2,14,1,1,0,1,1,0,1,0,1,0,4,0,3,2,4,0,1,0,2,1,2,2,0,0,1,0,0,0
2019-07-21 21:00:00,1,7,2,3,0,6,0,0,0,0,1,3,1,0,0,2,1,5,0,6,0,0,1,0,1,2,0,1,2,0,5,0,0,1,10,5,3,2,4,1,1,1,0,2,0,0,1,2
2019-07-21 22:00:00,2,8,2,1,0,3,0,0,0,2,1,1,0,1,0,0,1,3,0,3,0,3,0,0,1,2,0,2,1,0,0,1,0,6,3,0,2,2,0,1,0,0,0,0,1,0,1,1
2019-07-21 23:00:00,2,3,0,0,0,7,0,1,1,0,0,3,0,0,0,0,1,3,2,5,0,4,0,0,1,0,0,0,0,1,2,0,1,2,3,1,1,2,1,0,0,1,0,0,3,1,0,1
2019-07-22 00:00:00,1,4,0,2,0,4,1,1,0,0,1,2,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,6,4,0,3,1,2,0,0,0,1,0,0,0,1,0
2019-07-22 01:00:00,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,2,0,0,1
2019-07-22 02:00:00,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,3,1,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2019-07-22 03:00:00,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-07-22 04:00:00,1,1,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,3,0,1,0,0,0,0
2019-07-22 05:00:00,2,0,0,0,0,2,0,1,0,0,0,3,1,0,0,0,1,11,2,0,0,0,0,0,0,0,0,0,3,0,2,1,1,0,0,1,0,0,0,0,1,0,0,2,0,2,3,0
2019-07-22 06:00:00,4,7,2,0,0,6,0,0,0,2,1,5,0,0,2,1,0,6,3,4,0,3,2,0,3,1,2,0,0,0,1,0,7,1,1,4,4,2,0,1,0,0,1,2,4,5,0,2
2019-07-22 07:00:00,4,28,0,1,1,15,0,3,0,3,2,4,0,1,4,0,1,10,10,10,0,10,0,0,1,5,0,0,1,0,9,0,7,12,0,4,2,3,4,4,0,0,3,4,4,5,0,2
2019-07-22 08:00:00,2,22,2,4,2,7,1,4,1,1,2,5,1,0,3,0,0,17,7,6,0,15,1,0,1,3,4,0,1,0,3,0,7,8,4,3,1,1,0,6,0,0,2,2,8,2,2,1
2019-07-22 09:00:00,3,8,1,2,0,3,2,0,0,1,1,2,1,0,2,0,1,17,2,6,0,4,1,0,3,2,1,0,0,0,0,0,3,8,4,0,0,1,2,1,0,0,1,5,8,0,1,2
2019-07-22 10:00:00,4,5,0,2,0,4,0,2,1,0,2,2,0,0,0,3,1,8,3,4,0,12,2,0,3,1,1,0,0,0,3,0,5,3,6,2,0,1,1,1,0,3,1,2,4,2,0,5
2019-07-22 11:00:00,2,4,0,0,1,2,0,2,0,0,1,0,1,0,0,1,0,10,1,5,1,9,0,1,4,0,1,1,0,0,2,1,3,6,3,0,0,0,4,4,0,1,1,0,0,0,1,1
2019-07-22 12:00:00,4,3,1,0,2,2,0,1,2,1,0,0,0,1,2,1,3,6,1,8,3,12,0,0,1,1,1,4,0,1,2,0,3,18,1,1,1,3,2,0,1,0,0,0,2,0,0,3
2019-07-22 13:00:00,2,5,1,0,2,2,1,4,0,1,2,0,0,0,0,1,0,4,1,6,0,7,0,0,1,0,0,3,1,0,4,0,2,5,3,3,2,4,1,2,1,1,0,1,3,0,0,1
2019-07-22 14:00:00,2,7,0,0,0,0,0,6,0,1,0,1,0,0,0,1,0,3,3,2,0,5,0,1,0,2,1,1,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,2,3,1,0,0
2019-07-22 15:00:00,2,10,1,1,1,7,1,0,0,7,1,4,0,0,1,0,0,5,5,2,0,6,0,0,2,0,1,0,0,0,2,0,0,5,1,0,1,1,4,3,0,0,0,1,3,3,1,1
2019-07-22 16:00:00,6,13,0,1,1,5,0,2,1,0,0,3,0,0,0,0,1,4,9,7,2,6,0,0,0,0,2,0,0,0,3,1,1,2,1,0,0,0,1,1,0,4,0,0,3,0,0,0
2019-07-22 17:00:00,2,29,0,0,1,3,0,0,0,2,0,5,0,0,1,0,4,19,4,6,0,24,0,3,0,2,6,0,0,0,5,0,1,2,2,0,1,0,1,1,1,0,1,2,4,0,2,1
2019-07-22 18:00:00,2,15,0,0,1,4,1,0,0,1,0,0,2,0,2,1,1,13,7,4,1,16,0,0,0,5,6,1,0,0,3,0,0,3,1,1,2,1,2,3,1,0,0,2,4,0,0,0
2019-07-22 19:00:00,1,7,0,1,1,1,0,1,0,2,0,2,1,1,2,0,4,12,6,2,2,15,0,1,0,0,4,1,1,0,14,0,1,1,2,0,0,3,1,4,0,1,0,1,2,2,1,1
2019-07-22 20:00:00,3,5,0,0,0,4,1,4,0,2,0,1,0,0,0,1,0,6,4,1,0,10,0,1,0,3,2,0,0,1,14,0,2,3,1,1,1,1,0,2,0,0,0,0,2,4,0,0
2019-07-22 21:00:00,6,4,0,4,1,6,0,1,0,2,0,2,0,0,0,0,0,9,2,2,0,21,0,1,0,2,0,0,1,0,29,1,2,2,0,1,1,2,0,3,0,0,0,2,2,1,1,0
2019-07-22 22:00:00,2,4,0,0,1,6,1,2,2,1,1,6,0,0,1,2,2,4,1,2,0,15,0,1,1,1,3,1,0,0,47,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1
2019-07-22 23:00:00,0,22,0,0,0,15,1,3,0,0,1,3,0,0,1,1,2,13,1,2,0,11,0,0,3,1,0,0,0,0,26,0,1,3,1,0,1,1,0,0,1,1,0,0,0,0,0,1
2019-07-23 00:00:00,0,10,2,0,0,1,1,0,0,1,0,1,0,1,0,0,2,6,1,2,0,8,0,0,0,3,1,0,0,0,7,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,1,0
2019-07-23 01:00:00,0,1,0,1,0,2,0,0,1,0,1,0,0,0,1,0,1,5,1,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
2019-07-23 02:00:00,1,3,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,2,0,1,0,1,1,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-07-23 03:00:00,1,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2019-07-23 04:00:00,2,1,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,3,4,1,0,0,0,1,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1
2019-07-23 05:00:00,1,2,2,0,1,1,1,2,1,0,0,1,0,0,0,0,3,7,9,3,0,0,0,0,1,1,0,1,0,0,3,0,0,1,0,0,0,4,0,0,1,0,1,1,1,1,0,0
2019-07-23 06:00:00,6,3,1,0,2,0,0,1,0,1,1,2,2,0,2,0,4,13,11,3,1,4,5,2,0,1,1,0,0,0,4,0,0,3,2,0,0,11,0,0,0,0,2,1,2,4,3,5
2019-07-23 07:00:00,3,6,1,1,3,3,1,0,0,1,0,3,1,1,0,0,3,7,4,0,0,4,4,0,2,3,2,1,0,1,3,2,3,6,2,1,0,11,0,0,0,0,0,1,1,1,3,3
2019-07-23 08:00:00,6,3,0,0,1,4,0,1,0,0,1,3,2,3,0,0,2,16,7,3,2,4,0,2,0,1,1,0,0,0,9,0,1,14,2,0,0,6,0,0,0,0,0,0,0,1,0,2
2019-07-23 09:00:00,3,4,0,1,0,3,1,2,0,0,0,4,2,0,0,0,2,26,12,0,2,3,1,3,1,1,1,0,0,0,4,0,0,7,3,0,0,2,0,1,1,0,0,1,1,0,1,2
2019-07-23 10:00:00,4,1,0,0,2,2,1,1,2,1,0,10,0,1,0,0,2,27,8,0,0,4,2,1,0,0,2,1,0,0,4,0,0,3,1,0,0,7,0,0,0,4,0,0,2,0,2,1
2019-07-23 11:00:00,3,3,1,0,3,0,0,0,0,1,0,4,0,0,0,0,1,20,4,1,1,0,2,1,0,0,0,0,0,0,3,0,1,6,0,0,0,3,0,2,0,0,0,0,2,0,2,2
2019-07-23 12:00:00,1,3,4,0,2,3,0,0,0,1,2,1,1,0,1,0,2,18,0,0,0,1,2,1,0,1,1,1,0,0,6,0,1,6,1,0,0,2,0,0,0,0,1,1,2,2,1,0
2019-07-23 13:00:00,7,0,0,1,1,1,0,0,0,0,0,2,0,1,0,0,2,8,1,1,0,4,1,0,0,1,1,0,0,1,5,1,1,1,0,0,0,4,0,2,1,0,0,0,1,0,1,2
2019-07-23 14:00:00,2,4,0,0,0,1,0,1,1,1,0,3,0,1,0,0,6,4,1,0,0,1,0,0,1,0,3,0,0,1,3,0,0,3,0,1,0,3,0,1,0,0,0,1,3,0,2,0
2019-07-23 15:00:00,0,1,0,0,1,1,1,2,0,1,2,0,0,2,0,0,0,8,3,3,2,2,0,0,1,3,2,1,0,2,3,1,0,3,2,0,0,5,1,0,1,0,0,0,25,0,0,0
2019-07-23 16:00:00,1,5,0,0,1,9,0,3,1,0,1,2,0,0,0,0,2,7,2,1,1,2,0,0,0,2,1,0,0,0,2,0,0,1,0,0,0,4,0,0,0,2,0,0,20,1,1,1
2019-07-23 17:00:00,0,10,0,0,0,16,0,0,0,0,0,2,0,0,0,0,2,7,0,2,3,3,0,2,0,2,2,0,0,0,1,0,2,2,0,0,0,2,0,0,0,0,0,0,4,2,1,4
2019-07-23 18:00:00,3,19,0,0,1,1,0,6,0,0,3,1,0,0,0,0,1,8,5,2,4,2,0,0,0,1,1,0,0,0,2,0,0,1,0,0,2,3,0,0,0,1,1,0,7,0,2,2
2019-07-23 19:00:00,4,11,0,0,0,2,2,0,1,2,1,5,0,0,0,0,1,6,6,1,2,5,0,0,2,0,1,0,0,1,8,1,2,1,0,0,2,8,0,0,0,0,0,2,0,0,4,0
2019-07-23 20:00:00,4,4,0,1,0,2,0,1,0,1,0,0,0,0,0,0,3,23,1,0,0,4,0,1,0,1,0,0,0,0,1,0,0,0,1,2,1,5,0,0,1,0,0,0,2,1,2,0
2019-07-23 21:00:00,5,5,0,0,0,1,0,1,0,3,0,6,0,0,0,0,1,20,3,0,3,4,1,0,1,0,1,0,0,0,1,0,0,1,2,0,2,3,0,0,0,0,0,0,3,0,1,1
2019-07-23 22:00:00,1,5,0,0,0,2,0,6,0,2,0,5,0,1,0,0,1,9,3,1,0,2,0,0,1,1,0,0,1,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2019-07-23 23:00:00,0,4,1,0,0,0,0,0,0,10,0,8,0,2,0,0,0,4,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
2019-07-24 00:00:00,1,2,0,0,0,0,0,0,0,6,0,2,0,0,0,0,3,5,1,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1
2019-07-24 01:00:00,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2019-07-24 02:00:00,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-07-24 03:00:00,0,2,0,0,0,0,0,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-24 04:00:00,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
2019-07-24 05:00:00,0,3,0,0,0,0,1,1,0,0,0,3,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2019-07-24 06:00:00,9,0,0,1,1,0,0,0,0,2,0,5,0,0,0,0,2,7,2,0,0,2,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,4,0,1,0,0,0,0,0,1,0,2
2019-07-24 07:00:00,7,4,0,0,2,0,0,0,0,4,0,3,0,0,0,0,1,4,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,2,1,0,0,0,0,0,1,1,2,1
2019-07-24 08:00:00,6,0,0,0,2,2,0,0,0,1,0,6,0,0,0,0,2,8,1,1,0,2,2,2,0,2,0,1,0,0,1,0,0,1,0,1,1,3,0,0,0,1,0,0,2,0,1,0
2019-07-24 09:00:00,5,0,0,0,3,1,0,2,0,0,1,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,3,2
2019-07-24 10:00:00,3,1,0,0,1,1,0,0,1,0,0,2,0,0,0,0,1,23,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1
2019-07-24 11:00:00,4,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,19,2,1,1,1,0,1,1,0,0,0,0,0,3,0,0,2,0,0,0,2,1,0,0,0,1,1,0,0,0,0
2019-07-24 12:00:00,5,4,0,0,1,1,0,2,1,0,0,2,0,0,0,0,1,24,1,3,3,1,0,0,1,2,1,0,0,1,5,0,0,0,0,0,1,5,0,0,2,0,3,1,0,0,3,4
2019-07-24 13:00:00,2,2,1,1,0,2,1,0,0,1,0,2,1,0,0,0,4,23,3,1,0,1,0,1,0,0,1,0,0,0,5,0,1,2,0,0,0,2,1,1,2,0,0,1,1,0,1,0
2019-07-24 14:00:00,2,4,1,0,0,3,0,1,0,1,0,2,0,0,0,0,0,10,7,1,0,3,0,3,1,1,2,0,0,0,5,2,0,0,0,1,0,1,0,0,1,1,0,0,2,1,3,1
2019-07-24 15:00:00,4,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,15,2,1,0,2,0,1,0,1,0,0,0,1,4,2,0,0,1,0,0,5,0,0,1,0,0,0,1,0,14,1
2019-07-24 16:00:00,5,1,0,0,0,1,0,0,1,2,0,8,0,0,1,1,2,14,5,1,0,1,0,0,1,0,0,0,1,4,1,5,1,0,0,0,0,4,0,0,1,0,0,0,3,0,7,1
2019-07-24 17:00:00,3,2,0,2,0,0,0,3,0,3,0,12,2,0,0,1,5,14,6,2,0,1,3,1,1,0,0,0,0,1,5,0,1,0,0,1,1,6,0,1,0,0,0,0,3,0,9,1
2019-07-24 18:00:00,0,1,0,2,1,2,0,1,0,4,0,6,0,0,0,0,7,13,7,6,0,4,0,0,0,0,0,0,0,0,3,2,0,1,0,2,0,3,0,0,0,0,1,0,4,1,5,5
2019-07-24 19:00:00,4,2,0,0,2,2,0,1,1,1,1,3,0,0,0,0,7,17,9,0,0,3,1,1,1,0,1,0,0,2,3,3,1,0,1,4,1,6,0,0,2,0,2,0,0,0,7,1
2019-07-24 20:00:00,4,4,0,0,0,2,0,1,1,3,0,1,0,0,0,0,2,15,6,4,0,2,0,0,0,0,1,1,0,1,6,3,0,0,0,1,0,3,0,1,1,0,0,0,2,0,11,4
2019-07-24 21:00:00,5,1,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,17,7,1,0,2,0,1,0,0,0,0,0,1,3,2,0,0,0,3,0,3,0,1,0,0,0,1,1,1,3,0
2019-07-24 22:00:00,1,1,1,1,0,0,0,2,0,1,0,2,0,0,0,1,4,13,1,1,0,4,0,1,0,0,0,0,1,0,2,1,0,0,1,2,0,2,0,1,0,0,0,0,3,0,0,1
2019-07-24 23:00:00,2,1,0,0,1,2,0,2,0,3,0,2,0,0,0,0,1,10,2,1,0,2,0,0,0,0,1,0,0,0,4,0,1,0,0,3,0,1,0,0,1,0,0,0,1,0,2,2
2019-07-25 00:00:00,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,5,1,0,0,1,0,1,0,1,1,0,0,0,4,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
2019-07-25 01:00:00,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
2019-07-25 02:00:00,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-25 03:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2019-07-25 04:00:00,4,2,0,0,0,1,0,0,1,1,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0
2019-07-25 05:00:00,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,9,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0
2019-07-25 06:00:00,5,2,0,2,0,0,0,2,0,0,1,5,1,0,0,0,1,12,1,1,0,4,0,1,0,0,1,1,1,0,3,0,0,1,0,1,0,2,0,1,0,0,0,0,0,1,2,1
2019-07-25 07:00:00,7,3,0,1,0,1,0,3,0,0,2,6,0,0,0,0,4,19,9,0,0,3,0,1,1,0,1,0,1,0,4,0,0,0,0,3,0,4,0,2,0,0,0,0,1,1,1,2
2019-07-25 08:00:00,6,1,0,1,0,0,2,2,0,4,0,6,0,1,0,0,1,9,5,1,0,8,0,0,0,0,0,1,0,0,6,0,0,0,0,1,0,4,0,1,0,0,0,1,0,0,2,5
2019-07-25 09:00:00,1,2,0,0,0,0,1,1,0,0,2,2,1,0,0,0,0,12,1,1,0,9,0,1,0,0,1,1,1,0,2,1,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,1
2019-07-25 10:00:00,3,1,0,0,0,0,0,1,1,2,0,8,0,0,0,0,2,9,2,1,0,4,0,1,0,0,1,0,1,0,2,0,0,0,0,1,0,3,0,0,1,1,0,0,0,0,0,2
2019-07-25 11:00:00,3,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,4,6,2,0,3,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1
2019-07-25 12:00:00,3,3,0,1,0,3,0,2,0,1,0,1,0,0,0,0,1,12,7,3,0,4,2,1,1,0,1,1,0,1,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2019-07-25 13:00:00,2,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,1,11,6,0,0,4,1,2,0,0,1,0,0,0,4,0,0,1,1,0,1,2,0,1,0,0,0,0,3,0,1,1
2019-07-25 14:00:00,4,1,0,0,3,0,0,1,0,2,0,1,0,0,2,0,0,6,5,0,0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,2,0,1,1
2019-07-25 15:00:00,2,2,1,2,3,0,0,0,0,0,0,2,0,0,1,0,0,5,3,0,0,7,0,1,0,3,0,0,0,0,1,0,0,0,1,1,0,4,0,0,1,1,0,1,0,2,2,0
2019-07-25 16:00:00,9,0,1,0,1,1,0,0,2,1,0,7,0,0,1,0,1,6,4,5,0,6,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,4,1,0,1
2019-07-25 17:00:00,3,9,1,0,0,0,0,4,0,0,0,3,0,0,1,0,1,8,5,1,1,3,1,0,0,25,4,2,1,1,5,0,0,2,0,0,1,1,1,2,0,1,1,2,7,3,0,0
2019-07-25 18:00:00,7,6,0,0,0,1,0,5,1,0,1,2,0,0,3,0,0,15,4,3,0,4,1,1,0,8,1,0,0,0,8,0,0,0,0,1,0,5,2,1,1,0,0,0,6,3,5,0
2019-07-25 19:00:00,1,8,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,7,11,1,2,13,0,0,3,8,0,0,0,0,9,0,0,0,2,0,0,1,0,0,0,1,0,1,7,7,4,1
2019-07-25 20:00:00,4,2,0,0,1,2,0,2,1,0,2,2,0,0,1,0,0,13,9,0,2,3,0,0,1,1,5,0,0,0,9,1,0,0,0,3,1,1,0,0,0,2,1,0,1,0,2,2
2019-07-25 21:00:00,4,3,1,0,9,1,0,2,0,4,0,4,0,0,0,0,1,12,8,1,1,5,0,0,1,4,2,2,1,0,8,1,1,0,2,0,0,0,0,0,1,0,0,0,1,2,1,1
2019-07-25 22:00:00,4,0,0,0,6,0,0,2,0,0,0,2,0,0,0,0,1,5,6,1,1,6,0,0,0,3,1,1,0,0,1,0,0,2,0,1,0,2,0,1,0,0,0,1,2,0,1,1
