,Hokkaido,Osaka,Tokushima,Nagasaki,Niigata,Hyogo,Ishikawa,Nagano,Tottori,Gunma,Oita,Saitama,Toyama,Akita,Wakayama,Kochi,Miyagi,Tokyo,Kanagawa,Fukuoka,Yamanashi,Aichi,Iwate,Unknown,Okayama,Nara,Mie,Kagawa,Miyazaki,Aomori,Shizuoka,Yamagata,Kumamoto,Hiroshima,Yamaguchi,Tochigi,Kagoshima,Chiba,Saga,Gifu,Okinawa,Shimane,Fukui,Ehime,Kyoto,Shiga,Fukushima,Ibaraki
2019-10-11 07:00:00,31,33,2,5,17,25,5,31,2,10,2,20,3,11,4,5,17,158,59,11,12,44,10,10,10,11,11,5,3,1,40,5,3,13,9,11,5,41,2,10,4,0,3,9,8,11,19,15
2019-10-11 08:00:00,19,57,4,4,13,17,8,21,1,15,4,34,2,1,2,7,22,179,68,13,6,47,3,9,7,5,6,8,4,1,24,7,8,15,8,10,6,46,1,16,10,0,2,3,10,6,15,17
2019-10-11 09:00:00,17,36,6,0,14,18,5,13,0,11,0,41,5,5,4,3,19,150,45,5,6,36,5,14,7,3,14,6,2,3,30,2,3,11,2,8,1,46,7,8,8,1,1,1,6,1,11,10
2019-10-11 10:00:00,7,32,1,8,18,12,8,22,7,7,2,49,5,1,1,1,9,173,45,13,3,38,6,5,9,8,2,2,2,0,32,3,4,3,2,10,6,30,0,8,8,8,1,1,11,6,7,15
2019-10-11 11:00:00,14,28,2,1,15,10,4,27,1,9,1,47,3,10,1,1,9,201,58,8,6,36,8,8,3,3,19,3,12,5,35,2,5,5,3,10,4,36,2,8,12,3,5,4,14,3,7,20
2019-10-11 12:00:00,13,64,1,3,13,27,5,31,0,14,1,62,4,8,5,2,18,258,94,23,7,65,12,14,4,2,11,7,4,4,55,4,2,13,4,27,4,72,6,7,5,1,1,7,21,3,16,26
2019-10-11 13:00:00,17,31,3,4,11,13,2,24,1,11,0,40,1,1,3,1,22,203,71,6,7,36,12,8,3,5,21,1,3,1,40,2,4,3,4,8,4,50,0,10,3,0,4,1,7,4,7,21
2019-10-11 14:00:00,13,39,2,6,4,15,8,19,2,10,0,42,5,4,2,0,14,224,64,11,4,35,3,10,3,2,12,2,1,2,42,4,2,5,2,8,6,41,1,4,7,1,1,2,8,10,11,20
2019-10-11 15:00:00,16,29,2,2,19,14,7,21,5,12,2,46,4,4,4,4,6,210,58,10,5,44,4,6,7,4,13,5,1,3,50,5,4,10,1,8,4,45,5,13,5,2,5,3,5,5,9,21
2019-10-11 16:00:00,17,34,2,4,9,18,4,12,7,17,3,52,3,6,4,3,15,248,60,15,4,56,6,11,4,10,13,1,2,2,37,5,2,9,2,9,1,36,1,6,2,13,6,5,16,4,10,18
2019-10-11 17:00:00,18,71,3,4,22,31,8,34,2,17,0,65,9,2,7,7,13,277,84,14,7,71,3,15,14,13,18,3,5,6,61,6,6,9,4,14,8,63,2,12,5,3,5,8,27,3,10,29
2019-10-11 18:00:00,24,85,7,5,16,29,8,55,5,18,2,48,13,3,7,9,27,351,109,18,9,91,15,16,11,16,19,7,3,2,49,5,10,21,4,22,8,69,5,16,5,1,2,7,18,9,21,21
2019-10-11 19:00:00,22,73,5,6,17,26,12,32,2,23,4,65,7,3,3,5,20,258,106,6,7,87,10,5,9,7,18,3,3,9,74,6,10,13,8,16,8,60,2,17,5,1,6,10,19,13,25,25
2019-10-11 20:00:00,16,72,4,8,17,30,7,40,5,23,3,54,7,7,2,3,18,244,89,23,11,82,9,8,4,6,21,1,0,6,53,5,4,8,8,19,9,74,2,8,6,3,6,1,16,13,24,24
2019-10-11 21:00:00,26,64,3,2,23,26,5,33,2,13,2,69,5,2,3,4,23,247,102,16,10,85,13,5,9,9,14,5,3,3,44,7,3,12,3,20,10,57,1,20,12,2,8,8,28,8,19,24
2019-10-11 22:00:00,19,80,0,2,7,28,10,28,2,14,3,67,7,14,2,1,15,252,98,27,5,76,9,11,10,17,18,9,2,3,52,5,5,11,5,13,8,67,4,16,13,1,9,9,14,5,21,25
2019-10-11 23:00:00,22,80,1,6,11,30,6,22,3,16,5,49,2,5,6,2,16,225,84,14,8,54,6,5,9,5,15,2,2,3,30,4,5,4,5,10,6,57,3,6,9,8,7,1,15,4,14,22
2019-10-12 00:00:00,21,45,1,10,4,14,6,16,1,10,2,22,2,2,4,1,10,156,64,9,4,32,13,6,3,5,8,2,2,4,32,1,1,5,3,9,5,32,1,4,9,4,4,0,9,2,7,12
2019-10-12 01:00:00,12,30,1,0,4,23,4,17,0,7,1,25,1,1,0,2,9,103,23,6,1,27,7,2,3,8,7,3,1,1,16,0,1,4,0,8,2,16,0,9,4,1,0,0,7,4,3,7
2019-10-12 02:00:00,2,22,2,1,5,11,2,9,1,6,3,10,2,1,1,0,2,66,25,8,1,21,1,1,2,2,0,1,0,3,5,2,2,2,0,2,3,20,1,1,3,2,1,1,6,3,2,5
2019-10-12 03:00:00,4,31,1,1,3,6,2,9,0,7,0,14,1,1,1,0,5,57,18,4,0,16,0,3,1,3,1,0,0,0,16,4,1,4,1,4,0,14,1,2,1,1,4,1,4,3,3,2
2019-10-12 04:00:00,3,16,0,2,4,13,2,2,6,5,1,20,3,1,2,0,1,50,25,10,1,17,1,1,2,1,4,2,2,1,19,2,1,1,2,1,3,31,3,2,2,16,2,1,6,5,2,2
2019-10-12 05:00:00,3,32,0,7,8,14,2,10,2,6,3,31,0,1,2,3,9,94,44,7,3,32,0,4,2,5,6,5,1,0,16,0,6,3,6,4,7,13,5,7,5,3,1,1,10,5,5,4
2019-10-12 06:00:00,17,59,6,7,11,18,8,14,2,35,3,33,8,6,7,2,11,125,71,16,16,43,4,3,10,14,14,3,5,7,28,5,8,14,13,8,5,43,8,16,4,0,3,7,12,12,11,17
2019-10-12 07:00:00,23,87,5,12,24,37,7,52,5,18,4,57,6,4,2,1,24,174,86,12,15,73,10,6,13,17,33,6,5,7,50,12,6,30,14,17,9,64,5,15,8,6,6,15,18,19,24,21
2019-10-12 08:00:00,31,110,3,9,23,61,18,63,9,20,7,98,8,9,4,6,19,270,92,31,7,78,14,9,18,15,31,10,6,9,57,12,8,41,14,24,3,107,6,15,7,7,5,7,24,12,29,29
2019-10-12 09:00:00,25,86,6,13,15,52,13,61,11,30,6,116,17,6,9,4,41,245,120,33,10,110,11,10,18,16,26,8,3,8,61,8,4,24,13,25,7,120,2,19,8,7,6,7,47,8,32,38
2019-10-12 10:00:00,27,119,5,9,26,57,5,38,7,24,9,102,17,7,7,2,20,274,106,32,8,102,17,13,18,21,37,10,2,3,67,5,2,19,5,18,13,115,6,11,8,12,4,7,28,21,25,30
2019-10-12 11:00:00,22,102,7,6,33,51,25,44,8,33,4,71,17,11,4,4,18,310,99,23,12,81,14,8,15,14,34,5,4,17,84,10,8,17,13,23,5,96,4,17,8,6,9,7,24,18,30,35
2019-10-12 12:00:00,16,104,10,6,28,46,21,51,5,27,6,74,15,7,4,2,31,267,116,23,12,79,13,9,12,20,21,11,5,13,70,7,3,11,3,16,7,66,6,28,4,7,11,7,24,11,21,35
2019-10-12 13:00:00,38,87,8,4,30,49,12,50,5,12,1,69,13,7,5,3,40,269,86,21,10,82,12,13,10,8,22,4,2,6,70,10,7,17,2,15,7,96,1,23,4,1,3,7,26,11,15,29
2019-10-12 14:00:00,26,63,2,3,21,37,4,54,8,26,8,69,8,4,5,4,28,232,116,27,7,81,11,12,21,7,25,3,5,5,49,7,9,13,6,16,4,61,3,12,5,3,8,5,28,13,21,32
2019-10-12 15:00:00,27,78,2,1,21,31,8,48,8,28,6,86,8,14,7,6,29,278,105,22,7,78,8,7,14,6,19,4,2,6,64,8,6,8,6,23,6,80,3,12,9,3,9,6,22,10,37,32
2019-10-12 16:00:00,29,75,5,5,28,36,18,48,16,32,7,62,13,3,6,7,36,264,129,21,13,97,14,10,18,10,25,9,2,11,79,6,3,12,9,15,5,83,5,18,5,8,7,10,23,9,25,31
2019-10-12 17:00:00,32,94,3,7,31,39,14,66,4,27,2,79,12,9,5,6,40,281,133,27,8,81,17,11,14,10,17,4,3,12,78,9,9,10,6,27,19,105,10,16,8,4,11,6,46,17,26,26
2019-10-12 18:00:00,54,124,4,4,35,57,30,83,7,47,13,165,18,16,2,9,61,691,387,36,9,143,12,24,13,10,45,13,8,20,186,25,9,19,18,29,15,276,7,26,23,4,5,4,34,16,37,44
2019-10-12 19:00:00,40,98,5,6,23,31,13,52,9,26,16,85,16,8,3,1,41,322,175,31,21,85,10,12,13,8,28,5,3,16,162,16,8,23,11,26,21,115,6,18,9,6,5,4,25,7,32,37
2019-10-12 20:00:00,30,65,1,5,30,27,10,59,7,36,2,115,8,10,1,2,37,393,266,18,14,104,20,19,7,9,21,3,4,16,120,12,6,15,5,17,7,98,1,19,13,7,11,7,32,13,38,43
2019-10-12 21:00:00,36,67,4,5,27,24,18,53,5,24,4,181,12,3,4,2,41,618,269,19,20,84,20,31,11,4,32,10,8,9,64,17,6,16,4,19,3,179,5,38,8,2,10,2,13,10,22,48
2019-10-12 22:00:00,40,43,2,7,23,24,11,57,0,48,5,174,6,6,1,0,41,445,236,17,18,61,13,14,3,2,15,5,3,7,61,9,3,9,3,25,6,152,3,7,7,1,3,3,14,9,29,53
2019-10-12 23:00:00,21,25,1,3,32,21,9,37,3,22,4,124,6,5,4,1,44,320,102,25,7,34,14,16,4,7,8,1,1,4,25,11,2,9,4,29,6,98,4,6,9,2,4,2,14,2,30,43
2019-10-13 00:00:00,19,18,1,0,18,13,4,26,0,19,2,54,2,7,0,1,24,197,60,13,3,23,16,5,9,2,10,5,1,8,21,10,1,3,1,24,0,52,3,6,2,2,4,2,8,1,22,34
2019-10-13 01:00:00,14,19,0,0,2,6,2,13,2,4,0,42,4,2,1,0,13,108,27,6,1,9,11,3,0,1,4,4,0,11,13,3,1,2,1,14,6,15,0,4,1,1,0,2,2,2,19,14
2019-10-13 02:00:00,4,11,1,0,2,7,3,11,3,6,0,23,1,0,0,0,14,67,14,3,2,10,11,2,3,1,4,1,0,5,10,4,0,1,0,5,4,12,0,1,1,2,1,0,3,2,10,6
2019-10-13 03:00:00,4,7,0,1,2,3,1,4,5,4,3,15,0,2,0,0,11,33,10,3,2,9,8,4,2,3,1,0,0,4,8,1,1,0,0,3,1,15,0,2,0,0,0,2,1,1,2,5
2019-10-13 04:00:00,6,5,0,0,4,5,2,6,3,9,1,13,2,6,0,0,12,41,18,1,1,7,3,0,0,0,1,0,1,0,8,2,0,1,1,6,2,8,0,2,0,4,1,2,1,3,7,5
2019-10-13 05:00:00,15,12,0,0,9,15,2,7,3,6,0,14,0,2,0,3,5,64,32,5,2,19,4,3,0,2,2,1,2,6,17,2,2,3,5,4,3,21,1,4,1,3,3,1,2,1,4,13
2019-10-13 06:00:00,26,27,2,7,11,19,6,22,1,20,0,36,2,3,4,2,10,96,53,3,6,37,8,5,1,2,14,2,3,5,32,6,2,13,5,8,2,43,1,4,2,0,3,4,9,2,20,19
2019-10-13 07:00:00,29,24,4,5,22,16,11,32,0,19,1,49,7,6,2,7,28,143,93,13,6,48,11,5,8,6,12,4,1,12,66,12,5,11,1,16,5,40,2,13,4,1,4,3,6,5,15,28
2019-10-13 08:00:00,38,36,2,3,22,31,6,42,0,21,2,72,5,8,2,10,20,223,88,17,8,50,13,12,5,8,26,5,0,9,40,9,7,13,9,19,18,68,0,5,11,0,2,3,16,7,20,20
2019-10-13 09:00:00,27,40,1,2,21,18,9,35,4,16,4,76,9,4,1,5,27,225,108,13,6,54,6,7,3,2,27,6,1,9,50,8,1,13,7,25,4,67,0,12,8,2,4,5,15,4,19,15
2019-10-13 10:00:00,19,42,2,6,11,24,7,28,4,20,1,52,10,6,4,5,21,190,97,12,12,46,10,10,4,4,14,3,1,8,43,2,0,11,6,14,5,72,0,12,5,3,5,4,10,6,21,23
2019-10-13 11:00:00,30,34,3,0,19,20,6,24,2,21,1,54,7,3,3,1,22,194,91,9,6,29,12,7,2,4,14,6,0,11,40,3,2,10,7,19,3,49,5,8,4,1,1,1,21,7,14,13
2019-10-13 12:00:00,30,29,3,2,10,21,6,26,2,14,3,52,7,4,1,1,19,209,82,19,6,23,6,6,2,4,9,3,2,3,34,3,2,3,2,11,1,47,1,5,6,1,4,3,13,8,16,13
2019-10-13 13:00:00,16,25,0,0,6,10,3,23,1,13,0,46,3,2,3,0,19,174,68,5,8,22,7,9,7,2,7,0,1,7,29,6,1,2,5,10,1,43,1,3,3,0,1,1,11,4,11,15
2019-10-13 14:00:00,13,16,2,0,12,8,5,25,1,10,2,42,4,3,4,2,13,158,67,6,6,17,6,4,5,4,6,0,1,3,19,2,2,3,2,11,0,28,0,7,2,1,1,2,5,3,16,15
2019-10-13 15:00:00,16,20,1,1,7,9,6,11,2,8,0,36,5,1,2,0,16,132,55,4,3,16,5,7,0,2,3,1,0,3,15,6,1,2,4,6,2,28,0,5,3,0,0,1,8,3,10,10
2019-10-13 16:00:00,11,18,1,2,9,5,2,17,5,7,3,22,1,4,3,0,20,119,38,2,5,16,6,2,3,7,3,2,1,2,14,3,3,3,1,9,2,30,1,3,0,2,2,1,6,3,8,15
2019-10-13 17:00:00,15,23,1,4,11,13,4,17,1,7,0,25,3,5,0,1,15,99,45,6,5,25,4,3,3,1,4,0,3,2,22,5,1,5,2,9,2,22,1,6,1,1,1,2,8,6,17,14
2019-10-13 18:00:00,13,17,2,2,8,9,1,13,1,8,0,29,3,1,1,0,12,112,37,4,3,15,4,6,4,4,8,0,5,1,19,2,3,4,5,4,5,23,0,4,1,1,1,2,9,4,14,15
2019-10-13 19:00:00,9,25,3,3,9,5,4,20,2,7,0,30,2,2,0,0,14,120,45,13,4,22,6,5,3,4,7,4,1,3,16,2,1,6,3,8,4,23,0,15,3,3,0,2,7,2,8,7
2019-10-13 20:00:00,6,17,3,2,5,6,5,18,1,7,3,21,5,2,1,0,9,94,42,8,1,17,4,2,5,5,6,0,0,1,14,3,0,2,2,7,0,23,1,5,4,0,1,2,8,2,8,13
2019-10-13 21:00:00,9,12,0,0,6,5,4,20,0,2,1,21,4,3,0,0,8,84,38,3,1,11,3,3,6,4,6,2,1,2,16,2,4,0,0,4,2,35,0,4,1,0,2,2,2,4,9,8
2019-10-13 22:00:00,13,18,3,3,6,12,4,15,0,11,1,16,1,3,2,0,11,86,39,10,6,11,7,7,5,7,5,1,0,3,18,1,0,4,1,2,0,27,0,5,5,2,0,2,6,0,7,10
2019-10-13 23:00:00,7,9,3,2,2,6,2,12,0,2,0,16,0,1,0,0,4,67,33,7,3,7,3,1,0,1,2,1,1,1,16,3,2,4,1,9,1,9,2,3,1,0,2,1,2,3,4,7
2019-10-14 00:00:00,2,7,0,2,4,5,0,7,0,1,0,4,0,2,1,0,0,41,15,0,1,5,2,0,2,4,3,1,0,1,11,1,0,2,1,2,0,11,1,2,0,1,1,0,2,1,1,1
2019-10-14 01:00:00,3,5,0,0,1,3,1,8,0,2,0,7,0,0,1,0,0,23,14,1,0,4,1,1,0,0,1,0,0,0,3,0,0,2,0,1,0,2,0,1,1,0,1,0,3,1,0,1
2019-10-14 02:00:00,0,5,0,0,0,2,1,2,0,1,0,5,0,0,0,0,0,14,3,0,0,2,0,0,0,2,0,0,0,1,3,0,0,1,0,1,0,6,0,0,0,0,0,0,1,1,1,4
2019-10-14 03:00:00,1,3,0,1,1,1,0,0,0,0,0,3,0,0,0,0,1,10,3,1,0,1,1,0,0,0,0,0,0,0,6,0,0,0,2,0,0,1,0,1,0,0,1,0,1,0,1,1
2019-10-14 04:00:00,0,1,1,0,0,0,0,2,3,1,0,3,0,0,0,0,0,9,3,0,0,4,1,0,0,0,0,0,0,0,3,1,0,0,1,0,0,3,0,1,1,2,0,1,4,1,0,3
2019-10-14 05:00:00,0,2,0,0,0,1,0,5,1,0,0,3,0,0,0,0,2,13,10,0,1,4,0,0,0,2,0,0,0,0,4,0,0,1,1,0,0,5,0,3,0,0,1,0,3,2,1,0
2019-10-14 06:00:00,6,9,1,0,5,10,2,7,1,3,0,9,0,2,0,1,5,48,28,4,0,17,3,1,3,2,6,0,0,0,8,2,1,2,0,5,8,14,0,6,0,0,1,0,3,5,4,5
2019-10-14 07:00:00,11,17,0,0,8,9,5,8,1,6,1,15,2,4,1,2,4,77,47,4,3,25,2,1,5,4,5,1,0,0,16,0,3,0,3,8,2,25,0,9,2,0,0,2,7,2,15,6
2019-10-14 08:00:00,5,26,1,2,4,7,3,12,1,8,1,25,3,2,3,1,5,75,50,8,2,13,0,4,1,2,4,1,0,2,13,4,2,2,2,8,2,19,0,11,5,1,1,2,13,2,11,14
2019-10-14 09:00:00,4,25,0,1,3,13,2,8,1,5,4,27,2,0,2,1,5,76,45,9,3,11,1,1,2,2,9,1,1,4,12,2,0,2,2,2,0,13,0,8,1,0,4,4,9,4,5,10
2019-10-14 10:00:00,8,16,2,2,6,11,1,11,3,6,1,33,2,4,4,1,12,82,45,8,2,16,2,4,4,4,4,0,2,0,8,0,0,1,1,9,3,35,1,9,3,6,2,0,6,2,3,14
2019-10-14 11:00:00,3,6,0,3,6,11,2,12,0,3,1,23,1,1,0,0,7,64,31,6,7,9,7,3,3,4,12,0,1,2,10,5,1,3,0,8,0,22,2,6,2,1,2,0,8,4,6,15
2019-10-14 12:00:00,2,8,2,1,8,13,8,26,0,6,0,13,2,0,1,1,5,64,28,5,3,30,1,3,1,6,14,1,0,1,14,3,1,0,2,10,2,13,1,9,1,0,2,0,7,0,7,12
2019-10-14 13:00:00,2,14,1,1,5,10,3,17,2,11,0,28,2,4,1,0,7,89,23,2,3,13,5,0,0,4,6,0,1,0,13,3,0,4,1,10,1,14,0,6,2,2,1,2,7,1,6,4
2019-10-14 14:00:00,5,8,0,0,5,7,3,9,0,4,0,13,1,3,0,0,8,65,34,2,0,13,5,2,1,2,5,1,0,0,14,5,0,2,0,4,0,9,0,3,1,0,2,2,3,1,8,8
2019-10-14 15:00:00,3,6,2,0,2,3,1,7,0,3,2,10,5,0,0,1,7,52,26,1,3,15,0,0,0,2,7,0,0,3,6,2,1,0,1,5,1,5,0,3,1,1,1,0,4,4,6,7
2019-10-14 16:00:00,4,4,0,1,1,5,1,12,4,3,0,5,2,0,0,1,6,54,14,3,2,7,5,1,1,0,2,1,0,2,8,8,2,2,1,3,0,12,0,6,1,6,3,1,4,1,14,5
2019-10-14 17:00:00,4,9,1,1,6,6,2,17,0,5,1,16,1,0,1,0,8,77,25,4,3,10,1,4,1,2,1,1,0,1,11,1,0,0,0,7,1,14,0,4,1,1,0,1,3,4,7,12
2019-10-14 18:00:00,5,6,3,0,2,4,1,13,4,2,0,23,2,0,1,0,6,70,16,7,1,12,1,4,1,2,2,1,0,4,3,2,2,2,1,11,1,12,0,7,0,0,1,0,3,1,4,12
2019-10-14 19:00:00,5,14,2,1,3,8,2,14,1,5,0,12,2,0,0,0,8,58,24,3,1,12,2,2,2,2,4,1,2,2,11,3,1,0,1,5,0,9,0,2,0,1,0,3,6,1,4,7
2019-10-14 20:00:00,5,4,1,0,5,2,3,11,0,3,0,19,1,0,1,0,5,51,12,4,2,7,1,4,4,0,2,0,0,0,6,1,1,4,0,6,1,16,0,5,4,0,3,1,1,0,20,7
2019-10-14 21:00:00,16,4,1,1,6,3,2,12,0,0,0,11,0,0,0,3,8,59,16,5,0,8,3,1,2,2,2,0,1,0,9,0,1,0,2,3,1,12,0,5,0,1,0,1,7,3,8,6
2019-10-14 22:00:00,7,5,0,0,4,7,0,5,0,6,0,16,2,4,1,0,7,54,12,1,2,10,5,1,1,3,2,0,0,3,6,2,0,2,0,4,1,10,0,10,2,1,2,1,8,2,10,3
2019-10-14 23:00:00,6,10,0,0,2,5,2,11,0,2,1,9,1,0,0,1,4,45,19,1,1,6,2,0,2,1,1,0,0,0,5,0,1,2,1,2,0,11,0,0,3,0,0,1,2,1,4,3
2019-10-15 00:00:00,2,5,0,0,1,1,0,10,0,3,0,8,0,1,0,0,7,17,6,0,0,2,3,1,0,0,0,1,0,0,4,0,0,2,1,1,0,6,0,1,0,0,0,0,2,0,1,5
2019-10-15 01:00:00,1,1,0,0,1,4,0,0,0,0,0,1,0,0,0,0,3,9,7,0,0,2,2,1,1,2,0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,3
2019-10-15 02:00:00,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,7,2,0,1,1,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2019-10-15 03:00:00,0,0,0,0,2,1,1,2,0,0,0,1,0,0,0,0,1,3,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,2,0,0,0,0,0,0,2,0,3,1
2019-10-15 04:00:00,0,0,0,0,1,0,0,1,3,0,0,3,1,0,0,0,2,8,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,0,1,0,0,3,0,1,3
2019-10-15 05:00:00,2,1,0,0,0,1,0,1,1,1,1,4,1,1,0,0,0,14,6,2,0,2,0,0,0,1,0,0,2,1,4,0,0,0,0,0,0,7,0,3,0,0,0,0,1,0,2,0
2019-10-15 06:00:00,3,13,3,0,5,1,1,1,0,2,0,7,1,7,0,0,3,28,7,2,0,2,0,1,3,0,3,1,0,3,5,0,2,1,2,5,1,10,0,1,0,0,0,0,2,1,4,3
2019-10-15 07:00:00,3,14,0,1,3,3,3,4,3,10,1,11,3,2,0,2,3,46,20,0,0,8,2,1,3,2,2,0,2,0,8,0,0,1,1,7,2,16,1,3,0,0,0,4,2,2,7,4
2019-10-15 08:00:00,3,10,1,2,4,5,2,7,0,2,0,8,1,4,2,0,7,46,16,2,1,9,0,7,2,2,3,1,1,3,12,2,0,4,0,4,2,10,0,6,1,0,0,0,6,2,8,3
2019-10-15 09:00:00,3,5,0,0,2,2,0,6,0,4,0,11,1,1,0,0,6,29,11,1,2,4,1,3,1,3,2,0,0,1,2,1,1,1,0,4,1,6,1,1,4,0,0,0,3,0,6,2
2019-10-15 10:00:00,5,8,1,1,2,6,2,11,2,3,0,4,0,1,0,0,5,30,16,1,0,8,0,0,2,1,0,2,0,1,4,1,0,0,0,4,1,4,0,2,1,3,0,3,3,0,5,4
2019-10-15 11:00:00,3,4,0,2,3,4,2,5,0,0,0,7,0,3,0,1,6,33,9,1,0,1,1,0,0,0,1,0,1,1,6,0,2,1,0,1,2,6,2,0,1,0,0,0,1,0,4,5
2019-10-15 12:00:00,1,6,2,1,3,8,0,6,0,3,1,12,1,0,0,0,4,41,10,2,1,8,3,1,1,2,0,0,1,1,9,1,1,2,0,1,0,6,1,0,2,0,1,3,2,1,5,5
2019-10-15 13:00:00,4,5,0,0,1,1,1,7,0,1,1,7,0,1,0,1,4,28,6,1,0,6,1,0,1,1,0,0,0,0,2,1,0,0,1,1,1,5,0,0,0,0,0,0,2,0,5,2
2019-10-15 14:00:00,2,2,0,0,1,1,1,5,0,2,0,4,1,0,0,0,1,18,12,5,0,3,2,1,1,0,1,0,1,0,5,0,2,1,0,7,1,2,0,0,0,0,0,0,0,1,6,3
2019-10-15 15:00:00,2,3,0,0,0,1,1,4,0,2,1,7,0,2,0,0,3,39,4,1,0,4,0,0,1,0,0,0,0,0,6,0,1,0,0,3,0,5,0,0,0,0,0,2,2,0,0,2
2019-10-15 16:00:00,1,6,0,1,0,3,1,2,1,3,1,6,0,1,0,1,3,21,6,5,2,4,1,0,1,0,1,0,0,0,3,1,0,0,2,2,1,8,0,0,0,0,0,0,2,1,5,1
2019-10-15 17:00:00,6,11,1,2,3,3,2,3,0,4,0,13,1,1,0,0,4,33,8,0,2,3,0,2,0,0,1,0,2,2,7,0,0,1,1,3,1,3,0,0,2,0,0,1,2,0,5,1
2019-10-15 18:00:00,4,10,0,0,2,2,0,13,0,2,0,4,0,1,0,1,4,38,16,1,0,7,0,1,1,1,1,1,0,0,5,0,0,3,2,6,1,6,1,1,1,0,0,0,4,0,4,6
2019-10-15 19:00:00,2,8,3,1,1,4,1,5,1,6,0,6,1,0,0,0,2,35,11,2,2,4,1,2,0,1,0,1,1,1,3,0,1,2,1,2,0,8,0,0,2,0,1,0,2,4,2,2
2019-10-15 20:00:00,5,12,1,3,2,7,0,16,0,7,0,9,0,1,0,0,4,28,12,4,1,5,1,3,2,2,2,1,1,0,5,1,2,0,1,4,0,6,0,1,2,0,1,0,1,1,2,5
2019-10-15 21:00:00,4,3,3,0,1,3,1,9,0,5,0,14,3,0,0,0,5,39,18,4,2,4,2,0,0,0,1,0,0,0,7,0,0,1,0,9,0,10,0,2,1,0,0,0,2,1,6,5
2019-10-15 22:00:00,3,4,2,1,2,2,0,4,0,2,0,13,1,2,0,2,2,36,17,0,0,6,1,0,6,1,1,0,0,0,4,0,0,1,2,6,1,15,3,0,0,0,0,0,2,2,2,3
2019-10-15 23:00:00,1,10,0,0,1,4,2,7,1,1,5,3,0,1,0,0,3,31,7,3,1,3,1,2,0,2,1,0,1,0,4,1,5,1,1,0,0,8,1,0,1,0,0,0,1,0,7,2
2019-10-16 00:00:00,2,0,0,0,2,1,1,1,0,0,0,3,0,0,0,0,0,16,4,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,2,0,2,1,3,0,0,0,0,0,0,1,2
2019-10-16 01:00:00,0,0,0,1,1,0,0,2,0,1,0,3,0,0,0,0,2,8,2,1,0,2,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2019-10-16 02:00:00,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0
2019-10-16 03:00:00,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2019-10-16 04:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019-10-16 05:00:00,1,2,0,2,0,0,0,2,0,1,0,4,0,0,0,0,3,7,8,2,0,2,0,0,0,0,0,0,0,0,3,0,0,2,0,2,0,3,1,0,0,0,0,0,0,0,0,1
2019-10-16 06:00:00,2,6,0,1,0,2,0,2,0,1,0,2,0,0,0,0,1,23,22,1,1,3,0,2,0,0,1,0,0,0,7,0,8,0,2,0,0,2,0,2,1,0,1,0,2,2,6,2
2019-10-16 07:00:00,2,2,0,0,3,4,0,5,0,1,0,9,1,0,0,0,1,22,17,1,0,4,3,1,3,0,1,1,0,3,9,1,0,0,0,2,2,10,1,0,1,1,1,0,1,0,0,4
2019-10-16 08:00:00,0,5,0,0,2,5,0,5,0,1,0,6,0,0,0,1,3,31,19,1,1,7,5,1,1,1,1,0,0,1,9,0,0,4,0,2,1,5,1,1,0,0,1,1,1,1,0,4
2019-10-16 09:00:00,4,1,0,1,0,4,2,6,0,1,0,5,1,2,0,0,4,23,11,0,0,3,1,0,2,0,1,0,0,1,6,1,0,0,0,2,2,4,0,0,0,0,0,1,2,1,4,4
2019-10-16 10:00:00,4,6,1,0,4,1,1,4,2,1,1,4,0,0,0,1,3,11,19,2,0,7,0,2,0,0,0,0,1,1,5,0,0,0,0,3,1,3,0,1,2,3,0,0,0,0,3,1
2019-10-16 11:00:00,3,1,1,0,4,1,1,7,0,0,0,4,1,0,0,0,4,10,11,3,1,3,1,0,1,0,1,0,0,1,6,0,0,2,1,2,1,1,0,0,1,0,0,0,1,0,11,5
